Drug,Enzyme,Action,Database,DrugID
ethinyl estradiol,CYP3A4,substrate,ildcare,
ethinyl estradiol,CYP3A4,inhibitor,ildcare,
ethinyl estradiol,CYP3A4,inhibitor,KEGG,D00554
ethinylestradiol,CYP1A1,substrate,SuperCYP,57636
ethinylestradiol,CYP1A2,inhibitor,SuperCYP,57636
ethinylestradiol,CYP1A2,substrate,SuperCYP,57636
ethinylestradiol,CYP2B6,inhibitor,SuperCYP,57636
ethinylestradiol,CYP2C9,substrate,SuperCYP,57636
ethinylestradiol,CYP2C19,inhibitor,SuperCYP,57636
ethinylestradiol,CYP2C19,substrate,SuperCYP,57636
ethinylestradiol,CYP3A4,substrate,SuperCYP,57636
ethinylestradiol,CYP3A4,inhibitor,SuperCYP,57636
ethinylestradiol,CYP3A4,inducer,SuperCYP,57636
ethinylestradiol,CYP3A5,substrate,SuperCYP,57636
ethinylestradiol,CYP3A7,substrate,SuperCYP,57636
ethosuximide,CYP2E1,substrate,DrugBank,DB00593
ethosuximide,CYP3A7,substrate,DrugBank,DB00593
ethosuximide,CYP3A5,substrate,DrugBank,DB00593
ethosuximide,CYP3A4,substrate,DrugBank,DB00593
ethosuximide,CYP3A4,substrate,ildcare,
ethosuximide,CYP3A4,Inducer,ildcare,
ethosuximide,CYP2E1,substrate,SuperCYP,77678
ethosuximide,CYP3A4,substrate,SuperCYP,77678
ethosuximide,CYP3A5,substrate,SuperCYP,77678
ethosuximide,CYP3A7,substrate,SuperCYP,77678
ethosuximide,CYP3A43,substrate,SuperCYP,77678
ethotoin,CYP2C19,inhibitor,DrugBank,DB00754
ethotoin,CYP2C19,inhibitor,SuperCYP,86351
ethoxzolamide,SLC22A6,inhibitor,transporter,
ethylmorphine,CYP2B6,substrate,DrugBank,DB01466
ethylmorphine,CYP2D6,substrate,DrugBank,DB01466
ethylmorphine,CYP3A7,substrate,DrugBank,DB01466
ethylmorphine,CYP3A4,substrate,DrugBank,DB01466
ethylmorphine,CYP2B6,substrate,SuperCYP,76584
ethylmorphine,CYP2D6,substrate,SuperCYP,76584
ethylmorphine,CYP3A4,substrate,SuperCYP,76584
ethylmorphine,CYP3A7,substrate,SuperCYP,76584
etilamfetamine,CYP2D6,substrate,SuperCYP,457874
etintidine,CYP1A2,inhibitor,KEGG,D04098
etizolam,CYP2C19,substrate,SuperCYP,40054691
etizolam,CYP3A4,substrate,SuperCYP,40054691
etizolam,CYP2C9,substrate,KEGG,D01514
etizolam,CYP2C19,substrate,KEGG,D01514
etodolac,CYP2C9,"substrate,inhibitor",DrugBank,DB00749
etodolac,SLC22A6,inhibitor,transporter,
etodolac,CYP2C9,substrate,SuperCYP,41340254
etodolac,CYP2C9,inhibitor,SuperCYP,41340254
etomidate,CYP11B1,inhibitor,DrugBank,DB00292
etomidate,CYP11B1,inhibitor,SuperCYP,33125972
etomidate,CYP11B2,inhibitor,SuperCYP,33125972
etomidate,CYP19A,inhibitor,SuperCYP,33125972
etonogestrel,CYP3A4,substrate,DrugBank,DB00294
etonogestrel,CYP3A4,substrate,ildcare,
etonogestrel,CYP3A4,substrate,SuperCYP,54048101
etoperidone,CYP3A4,substrate,SuperCYP,52942311
etoposide,CYP2C8,inhibitor,DrugBank,DB00773
etoposide,CYP1A2,substrate,DrugBank,DB00773
etoposide,CYP2E1,substrate,DrugBank,DB00773
etoposide,CYP3A5,"substrate, inducer",DrugBank,DB00773
etoposide,CYP3A4,"substrate,inhibitor, inducer",DrugBank,DB00773
etoposide,CYP3A4,substrate,ildcare,
etoposide,ABCG2,substrate,transporter,
etoposide,CYP1A2,substrate,SuperCYP,33419420
etoposide,CYP2C9,inhibitor,SuperCYP,33419420
etoposide,CYP2E1,substrate,SuperCYP,33419420
etoposide,CYP3A4,inhibitor,SuperCYP,33419420
etoposide,CYP3A4,substrate,SuperCYP,33419420
etoposide,CYP3A4,inducer,SuperCYP,33419420
etoposide,CYP3A5,substrate,SuperCYP,33419420
etoposide,CYP3A5,inducer,SuperCYP,33419420
etoposide,CYP2C8,inhibitor,SuperCYP,33419420
etoricoxib,CYP1A2,"substrate,inhibitor",DrugBank,DB01628
etoricoxib,CYP2C9,"substrate,inhibitor",DrugBank,DB01628
etoricoxib,CYP2C19,inhibitor,DrugBank,DB01628
etoricoxib,CYP2D6,"substrate,inhibitor",DrugBank,DB01628
etoricoxib,CYP2E1,inhibitor,DrugBank,DB01628
etoricoxib,CYP3A4,"substrate,inhibitor",DrugBank,DB01628
etoricoxib,CYP1A2,inhibitor,SuperCYP,202409334
etoricoxib,CYP2C9,inhibitor,SuperCYP,202409334
etoricoxib,CYP2C19,inhibitor,SuperCYP,202409334
etoricoxib,CYP2D6,inhibitor,SuperCYP,202409334
etoricoxib,CYP2E1,inhibitor,SuperCYP,202409334
etoricoxib,CYP3A4,substrate,SuperCYP,202409334
etoricoxib,CYP3A4,inhibitor,SuperCYP,202409334
etravirine,CYP2C9,"substrate,inhibitor",DrugBank,DB06414
etravirine,CYP2C19,"substrate,inhibitor",DrugBank,DB06414
etravirine,CYP3A4,"substrate, inducer",DrugBank,DB06414
etravirine,CYP2C9,inhibitor,KEGG,D04112
etravirine,CYP2C9,substrate,KEGG,D04112
etravirine,CYP2C19,inhibitor,KEGG,D04112
etravirine,CYP2C19,substrate,KEGG,D04112
etravirine,CYP3A, inducer,KEGG,D04112
etretinate,CYP26A1,substrate,DrugBank,DB00926
etretinate,CYP19A,inhibitor,SuperCYP,54350480
etretinate,CYP26A1,substrate,SuperCYP,54350480
etretinate,CYP26B,substrate,SuperCYP,54350480
everolimus,CYP3A4,substrate,DrugBank,DB01590
everolimus,CYP3A4,substrate,SuperCYP,159351696
everolimus,CYP3A,inhibitor,KEGG,D02714
everolimus,CYP3A,substrate,KEGG,D02714
exemestane,CYP3A4,substrate,DrugBank,DB00990
exemestane,CYP3A4,substrate,ildcare,
exemestane,CYP3A4,substrate,SuperCYP,107868304
exemestane,CYP19A,inhibitor,SuperCYP,107868304
ezetimibe,CYP3A4,inhibitor,DrugBank,DB00973
ezetimibe,SLCO1B1,substrate,transporter,
ezetimibe,ABCG2,substrate,transporter,
ezetimibe,SLC01B1,substrate,transporter,
ezetimibe,CYP7A1,inhibitor,SuperCYP,163222331
ezogabine,CYP2A6,inhibitor,DrugBank,DB04953
famciclovir,CYP3A4,substrate,DrugBank,DB00426
famciclovir,CYP3A4,substrate,SuperCYP,104227874
famotidine,CYP2C19,substrate,DrugBank,DB00927
famotidine,SLC22A8,"substrate,inhibitor",transporter,
famotidine,SLC22A2,inhibitor,transporter,
famotidine,CYP2C19,substrate,SuperCYP,76824356
famotidine,CYP1A2,inhibitor,KEGG,D00318
febuxostat,CYP2D6,inhibitor,KEGG,D01206
felbamate,CYP2C19,inhibitor,DrugBank,DB00949
felbamate,CYP2C19,inhibitor,Indiana University,
felbamate,CYP2C19,Inhibitor,ildcare,
felbamate,CYP2E1,substrate,DrugBank,DB00949
felbamate,CYP3A4,"substrate, inducer",DrugBank,DB00949
felbamate,CYP2C19,inhibitor,SuperCYP,25451154
felbamate,CYP2E1,substrate,SuperCYP,25451154
felbamate,CYP3A4,substrate,SuperCYP,25451154
felbamate,CYP3A4,inducer,SuperCYP,25451154
felbamate,CYP2C19,inhibitor,KEGG,D00536
felodipine,CYP2C8,inhibitor,DrugBank,DB01023
felodipine,CYP2C9,inhibitor,DrugBank,DB01023
felodipine,CYP2D6,inhibitor,DrugBank,DB01023
felodipine,CYP3A7,substrate,DrugBank,DB01023
felodipine,CYP3A5,substrate,DrugBank,DB01023
felodipine,CYP3A4,"substrate,inhibitor",DrugBank,DB01023
felodipine,CYP3A4,substrate,Indiana University,
felodipine,CYP3A5,substrate,Indiana University,
felodipine,CYP3A7,substrate,Indiana University,
felodipine,CYP3A4,substrate,ildcare,
felodipine,CYP2C9,inhibitor,SuperCYP,72509763
felodipine,CYP2D6,inhibitor,SuperCYP,72509763
felodipine,CYP3A4,inhibitor,SuperCYP,72509763
felodipine,CYP3A4,substrate,SuperCYP,72509763
felodipine,CYP3A5,substrate,SuperCYP,72509763
felodipine,CYP3A7,substrate,SuperCYP,72509763
felodipine,CYP3A5,substrate,KEGG,D00319
felodipine,CYP3A7,substrate,KEGG,D00319
felodipine,CYP3A,substrate,KEGG,D00319
felodipine,CYP2C8,inhibitor,SuperCYP,72509763
fenbendazole,CYP1A2,inducer,SuperCYP,43210679
fenfluramine,CYP2D6,inhibitor,DrugBank,DB00574
fenfluramine,CYP2D6,substrate,ildcare,
fenfluramine,CYP2D6,inhibitor,SuperCYP,458242
fenofibrate,CYP2C8,inhibitor,DrugBank,DB01039
fenofibrate,CYP2C9,inhibitor,DrugBank,DB01039
fenofibrate,CYP2C9,inhibitor,Indiana University,
fenofibrate,CYP2C9,Inhibitor,ildcare,
fenofibrate,CYP3A4,substrate,DrugBank,DB01039
fenofibrate,CYP2C9,inhibitor,SuperCYP,49562289
fenofibrate,CYP2C19,inhibitor,SuperCYP,49562289
fenofibrate,CYP3A4,substrate,SuperCYP,49562289
fenofibrate,CYP7A1,inhibitor,SuperCYP,49562289
fenofibrate,CYP2C9,inhibitor,KEGG,D00565
fenofibrate,CYP2C8,inhibitor,SuperCYP,49562289
fentanyl,CYP2D6,substrate,ildcare,
fentanyl,CYP3A7,substrate,DrugBank,DB00813
fentanyl,CYP3A5,substrate,DrugBank,DB00813
fentanyl,CYP3A4,"substrate,inhibitor",DrugBank,DB00813
fentanyl,CYP3A4,substrate,Indiana University,
fentanyl,CYP3A5,substrate,Indiana University,
fentanyl,CYP3A7,substrate,Indiana University,
fentanyl,CYP3A4,substrate,ildcare,
fentanyl,CYP3A4,inhibitor,SuperCYP,437387
fentanyl,CYP3A4,substrate,SuperCYP,437387
fentanyl,CYP3A5,substrate,SuperCYP,437387
fentanyl,CYP3A7,substrate,SuperCYP,437387
fentanyl,CYP3A5,substrate,KEGG,D00320
fentanyl,CYP3A7,substrate,KEGG,D00320
fentanyl,CYP3A,substrate,KEGG,D00320
fesoterodine,CYP2D6,substrate,DrugBank,DB06702
fesoterodine,CYP3A4,substrate,DrugBank,DB06702
fesoterodine,CYP2D6,substrate,SuperCYP,cid6918558
fesoterodine,CYP3A4,substrate,SuperCYP,cid6918558
fexofenadine,CYP2D6,inhibitor,DrugBank,DB00950
fexofenadine,CYP3A4,substrate,ildcare,
fexofenadine,CYP2D6,inhibitor,SuperCYP,83799240
fexofenadine,CYP3A4,substrate,SuperCYP,83799240
finasteride,CYP3A7,substrate,DrugBank,DB01216
finasteride,CYP3A5,substrate,DrugBank,DB01216
finasteride,CYP3A4,substrate,DrugBank,DB01216
finasteride,CYP3A4,substrate,Indiana University,
finasteride,CYP3A5,substrate,Indiana University,
finasteride,CYP3A7,substrate,Indiana University,
finasteride,CYP3A4,substrate,ildcare,
finasteride,CYP3A4,substrate,SuperCYP,98319267
finasteride,CYP3A5,substrate,SuperCYP,98319267
finasteride,CYP3A7,substrate,SuperCYP,98319267
fingolimod,CYP2D6,substrate,DrugBank,DB08868
fingolimod,CYP2E1,substrate,DrugBank,DB08868
fingolimod,CYP3A4,substrate,DrugBank,DB08868
fingolimod,CYP4F2,substrate,SuperCYP,cid107970
flavopiridol,ABCG2,substrate,transporter,
flecainide,CYP2C9,inhibitor,DrugBank,DB01195
flecainide,CYP2D6,"substrate,inhibitor",DrugBank,DB01195
flecainide,CYP2D6,substrate,Indiana University,
flecainide,CYP2D6,substrate,ildcare,
flecainide,CYP1A2,substrate,SuperCYP,54143554
flecainide,CYP2C9,inhibitor,SuperCYP,54143554
flecainide,CYP2D6,inhibitor,SuperCYP,54143554
flecainide,CYP2D6,substrate,SuperCYP,54143554
flecainide,CYP2D6,substrate,KEGG,D07962
flibanserin,CYP3A4,substrate,DrugBank,DB04908
flosequinan,CYP3A4,substrate,SuperCYP,76568020
flucloxacillin,CYP3A4,inducer,DrugBank,DB00301
flucloxacillin,CYP3A4,inducer,SuperCYP,5250395
fluconazole,CYP11B1,inhibitor,DrugBank,DB00196
fluconazole,CYP2C9,inhibitor,DrugBank,DB00196
fluconazole,CYP2C9,inhibitor,Indiana University,
fluconazole,CYP2C9,Inhibitor,ildcare,
fluconazole,CYP2C19,inhibitor,DrugBank,DB00196
fluconazole,CYP2C19,Inhibitor,ildcare,
fluconazole,CYP3A7,inhibitor,DrugBank,DB00196
fluconazole,CYP3A5,inhibitor,DrugBank,DB00196
fluconazole,CYP3A4,inhibitor,DrugBank,DB00196
fluconazole,CYP3A4,inhibitor,Indiana University,
fluconazole,CYP3A5,inhibitor,Indiana University,
fluconazole,CYP3A7,inhibitor,Indiana University,
fluconazole,CYP3A4,inhibitor,ildcare,
fluconazole,CYP1A1,inducer,SuperCYP,86386734
fluconazole,CYP1A2,inhibitor,SuperCYP,86386734
fluconazole,CYP11B1,inhibitor,SuperCYP,86386734
fluconazole,CYP2C9,inhibitor,SuperCYP,86386734
fluconazole,CYP2C9,substrate,SuperCYP,86386734
fluconazole,CYP2C18,inhibitor,SuperCYP,86386734
fluconazole,CYP2C19,inhibitor,SuperCYP,86386734
fluconazole,CYP2D6,inhibitor,SuperCYP,86386734
fluconazole,CYP3A4,inducer,SuperCYP,86386734
fluconazole,CYP3A4,inhibitor,SuperCYP,86386734
fluconazole,CYP3A5,inhibitor,SuperCYP,86386734
fluconazole,CYP3A5,inducer,SuperCYP,86386734
fluconazole,CYP19A,inhibitor,SuperCYP,86386734
fluconazole,CYP2C9,inhibitor,KEGG,D00322
fluconazole,CYP2C9,substrate,KEGG,D00322
fluconazole,CYP2C19,inhibitor,KEGG,D00322
fluconazole,CYP2C19,substrate,KEGG,D00322
fluconazole,CYP3A,inhibitor,KEGG,D00322
fluconazole,CYP2C8,inhibitor,SuperCYP,86386734
fluconazole2,CYP2C9,inhibitor,Indiana University,
flufenamic acid,SLC22A6,inhibitor,transporter,
flufenamic acid,CYP2E1,inducer,SuperCYP,530789
flufenamins,CYP2E1,inducer,SuperCYP,530789
flumequine,CYP2E1,inhibitor,SuperCYP,42835256
flunarizine,CYP1A1,substrate,DrugBank,DB04841
flunarizine,CYP1A2,substrate,DrugBank,DB04841
flunarizine,CYP2A6,substrate,DrugBank,DB04841
flunarizine,CYP2C9,substrate,DrugBank,DB04841
flunarizine,CYP2D6,substrate,DrugBank,DB04841
flunarizine,CYP1A1,substrate,SuperCYP,52468607
flunarizine,CYP1A2,substrate,SuperCYP,52468607
flunarizine,CYP2A6,substrate,SuperCYP,52468607
flunarizine,CYP2C9,substrate,SuperCYP,52468607
flunarizine,CYP2D6,substrate,SuperCYP,52468607
flunarizine,CYP2D6,substrate,KEGG,D07971
flunisolide,CYP3A4,substrate,DrugBank,DB00180
flunitrazepam,CYP1A2,substrate,DrugBank,DB01544
flunitrazepam,CYP2A6,substrate,DrugBank,DB01544
flunitrazepam,CYP2C9,substrate,DrugBank,DB01544
flunitrazepam,CYP2C19,substrate,DrugBank,DB01544
flunitrazepam,CYP2E1,inhibitor,DrugBank,DB01544
flunitrazepam,CYP3A4,substrate,DrugBank,DB01544
flunitrazepam,CYP1A2,substrate,SuperCYP,1622624
flunitrazepam,CYP2A6,substrate,SuperCYP,1622624
flunitrazepam,CYP2B6,substrate,SuperCYP,1622624
flunitrazepam,CYP2C9,substrate,SuperCYP,1622624
flunitrazepam,CYP2C19,substrate,SuperCYP,1622624
flunitrazepam,CYP3A4,substrate,SuperCYP,1622624
fluorescein,CYP1A1,inducer,DrugBank,DB00693
fluorescein,SLC22A6,inhibitor,transporter,
fluorescein,CYP1A1,inducer,SuperCYP,2321075
fluorometholone,CYP3A4,"substrate, inducer",DrugBank,DB00324
fluoroquinolones,CYP1A2,inhibitor,Indiana University,
fluorouracil,CYP2C8,substrate,DrugBank,DB00544
fluorouracil,CYP1A2,substrate,DrugBank,DB00544
fluorouracil,CYP2A6,substrate,DrugBank,DB00544
fluorouracil,CYP2C9,inhibitor,DrugBank,DB00544
fluorouracil,CYP2C9,Inhibitor,ildcare,
fluorouracil,ABCG2,substrate,transporter,
fluorouracil,CYP1A2,substrate,SuperCYP,51218
fluorouracil,CYP2A6,substrate,SuperCYP,51218
fluorouracil,CYP2C9,inhibitor,SuperCYP,51218
fluorouracil,CYP2C9,inhibitor,KEGG,D00584
fluorouracil,CYP2C8,substrate,SuperCYP,51218
fluoxetine,CYP1A2,"substrate,inhibitor",DrugBank,DB00472
fluoxetine,CYP2B6,substrate,DrugBank,DB00472
fluoxetine,CYP2C9,"substrate,inhibitor",DrugBank,DB00472
fluoxetine,CYP2C9,substrate,Indiana University,
fluoxetine,CYP2C9,substrate,ildcare,
fluoxetine,CYP2C9,Inhibitor,ildcare,
fluoxetine,CYP2C19,"substrate,inhibitor",DrugBank,DB00472
fluoxetine,CYP2C19,inhibitor,Indiana University,
fluoxetine,CYP2C19,Inhibitor,ildcare,
fluoxetine,CYP2D6,"substrate,inhibitor",DrugBank,DB00472
fluoxetine,CYP2D6,substrate,Indiana University,
fluoxetine,CYP2D6,inhibitor,Indiana University,
fluoxetine,CYP2D6,substrate,ildcare,
fluoxetine,CYP2D6,Inhibitor,ildcare,
fluoxetine,CYP3A5,substrate,DrugBank,DB00472
fluoxetine,CYP3A4,"substrate,inhibitor",DrugBank,DB00472
fluoxetine,CYP3A4,inhibitor,ildcare,
fluoxetine,CYP1A2,substrate,SuperCYP,54910893
fluoxetine,CYP1A2,inhibitor,SuperCYP,54910893
fluoxetine,CYP2B6,substrate,SuperCYP,54910893
fluoxetine,CYP2B6,inhibitor,SuperCYP,54910893
fluoxetine,CYP2C9,inhibitor,SuperCYP,54910893
fluoxetine,CYP2C9,substrate,SuperCYP,54910893
fluoxetine,CYP2C19,inhibitor,SuperCYP,54910893
fluoxetine,CYP2C19,substrate,SuperCYP,54910893
fluoxetine,CYP2D6,inhibitor,SuperCYP,54910893
fluoxetine,CYP2D6,substrate,SuperCYP,54910893
fluoxetine,CYP2E1,substrate,SuperCYP,54910893
fluoxetine,CYP3A4,inhibitor,SuperCYP,54910893
fluoxetine,CYP3A4,substrate,SuperCYP,54910893
fluoxetine,CYP2C9,substrate,KEGG,D00326
fluoxetine,CYP2C19,inhibitor,KEGG,D00326
fluoxetine,CYP2D6,inhibitor,KEGG,D00326
fluoxetine,CYP2D6,substrate,KEGG,D00326
fluoxetine,CYP3A,inhibitor,KEGG,D00326
fluoxetine,CYP2C8,substrate,SuperCYP,54910893
fluoxetine,CYP2C8,inhibitor,SuperCYP,54910893
fluphenazine,CYP1A2,inhibitor,DrugBank,DB00623
fluphenazine,CYP2D6,"substrate,inhibitor",DrugBank,DB00623
fluphenazine,CYP2D6,substrate,ildcare,
fluphenazine,CYP2D6,Inhibitor,ildcare,
fluphenazine,CYP2E1,inhibitor,DrugBank,DB00623
fluphenazine,CYP1A2,inhibitor,SuperCYP,69238
fluphenazine,CYP2C9,inhibitor,SuperCYP,69238
fluphenazine,CYP2D6,substrate,SuperCYP,69238
fluphenazine,CYP2D6,inhibitor,SuperCYP,69238
fluphenazine,CYP2E1,inhibitor,SuperCYP,69238
fluphenazine,CYP2D6,substrate,KEGG,D07977
fluphenazine,CYP2C8,inhibitor,SuperCYP,69238
flurazepam,CYP2A6,substrate,DrugBank,DB00690
flurazepam,CYP2E1,inhibitor,DrugBank,DB00690
flurazepam,CYP3A4,substrate,DrugBank,DB00690
flurazepam,SLC22A2,inhibitor,transporter,
flurazepam,CYP2E1,inhibitor,SuperCYP,17617231
flurazepam,CYP3A4,substrate,SuperCYP,17617231
flurazepam,CYP2C19,substrate,KEGG,D00329
flurbiprofen,CYP2C9,substrate,DrugBank,DB00712
flurbiprofen,CYP2C9,substrate,ildcare,
flurbiprofen,SLC22A6,inhibitor,transporter,
flurbiprofen,CYP2C9,substrate,SuperCYP,5104494
flurbiprofen,CYP2C9,inhibitor,SuperCYP,5104494
flurbiprofen,CYP2C9,substrate,KEGG,D00330
flurbiprofen,CYP2C8,inhibitor,SuperCYP,5104494
flurbiprofen,CYP2C8,substrate,SuperCYP,5104494
flurithromycin,CYP3A4,inhibitor,SuperCYP,82664208
flutamide,CYP1A1,substrate,DrugBank,DB00499
flutamide,CYP1A2,"substrate,inhibitor",DrugBank,DB00499
flutamide,CYP1A2,substrate,ildcare,
flutamide,CYP2C19,substrate,DrugBank,DB00499
flutamide,CYP3A5,substrate,DrugBank,DB00499
flutamide,CYP3A4,substrate,DrugBank,DB00499
flutamide,CYP3A4,substrate,ildcare,
flutamide,CYP1A1,substrate,SuperCYP,13311847
flutamide,CYP1A2,inhibitor,SuperCYP,13311847
flutamide,CYP1A2,substrate,SuperCYP,13311847
flutamide,CYP1B1,substrate,SuperCYP,13311847
flutamide,CYP1B1,inhibitor,SuperCYP,13311847
flutamide,CYP2C19,substrate,SuperCYP,13311847
flutamide,CYP3A4,substrate,SuperCYP,13311847
flutamide,CYP3A5,substrate,SuperCYP,13311847
fluticasone,CYP3A4,substrate,ildcare,
fluticasone,CYP3A4,substrate,DrugBank,DB08906
fluticasone,CYP3A7,substrate,DrugBank,DB00588
fluticasone,CYP3A5,"substrate,inhibitor",DrugBank,DB00588
fluticasone,CYP3A4,"substrate,inhibitor",DrugBank,DB00588
fluticasone,CYP3A4,substrate,SuperCYP,80474142
fluticasone,CYP3A,substrate,KEGG,D07981
fluvastatin,CYP2C8,"substrate,inhibitor",DrugBank,DB01095
fluvastatin,CYP1A1,substrate,DrugBank,DB01095
fluvastatin,CYP1A2,inhibitor,DrugBank,DB01095
fluvastatin,CYP2B6,inducer,DrugBank,DB01095
fluvastatin,CYP2C9,"substrate,inhibitor, inducer",DrugBank,DB01095
fluvastatin,CYP2C9,substrate,Indiana University,
fluvastatin,CYP2C9,inhibitor,Indiana University,
fluvastatin,CYP2C9,substrate,ildcare,
fluvastatin,CYP2C9,Inhibitor,ildcare,
fluvastatin,CYP2C19,inhibitor,DrugBank,DB01095
fluvastatin,CYP2C19,Inhibitor,ildcare,
fluvastatin,CYP2D6,"substrate,inhibitor",DrugBank,DB01095
fluvastatin,CYP3A5,substrate,DrugBank,DB01095
fluvastatin,CYP3A4,"substrate,inhibitor, inducer",DrugBank,DB01095
fluvastatin,CYP1A1,substrate,SuperCYP,93957541
fluvastatin,CYP1A1,inducer,SuperCYP,93957541
fluvastatin,CYP1A2,inhibitor,SuperCYP,93957541
fluvastatin,CYP2C9,substrate,SuperCYP,93957541
fluvastatin,CYP2C9,inhibitor,SuperCYP,93957541
fluvastatin,CYP2D6,inhibitor,SuperCYP,93957541
fluvastatin,CYP2D6,substrate,SuperCYP,93957541
fluvastatin,CYP3A4,inhibitor,SuperCYP,93957541
fluvastatin,CYP3A4,substrate,SuperCYP,93957541
fluvastatin,CYP2C9,inhibitor,KEGG,D07983
fluvastatin,CYP2C9,substrate,KEGG,D07983
fluvastatin,CYP2C8,substrate,ildcare,
fluvastatin,CYP2C8,inhibitor,SuperCYP,93957541
fluvastatin,CYP2C8,substrate,SuperCYP,93957541
fluvestrant,CYP3A4,substrate,ildcare,
fluvoxamine,CYP1A1,inhibitor,DrugBank,DB00176
fluvoxamine,CYP1A2,"substrate,inhibitor",DrugBank,DB00176
fluvoxamine,CYP1A2,substrate,Indiana University,
fluvoxamine,CYP1A2,inhibitor,Indiana University,
fluvoxamine,CYP1A2,substrate,ildcare,
fluvoxamine,CYP1A2,Inhibitor,ildcare,
fluvoxamine,CYP2B6,inhibitor,DrugBank,DB00176
fluvoxamine,CYP2C9,inhibitor,DrugBank,DB00176
fluvoxamine,CYP2C9,Inhibitor,ildcare,
fluvoxamine,CYP2C19,inhibitor,DrugBank,DB00176
fluvoxamine,CYP2C19,inhibitor,Indiana University,
fluvoxamine,CYP2C19,Inhibitor,ildcare,
fluvoxamine,CYP2D6,"substrate,inhibitor",DrugBank,DB00176
fluvoxamine,CYP2D6,substrate,Indiana University,
fluvoxamine,CYP2D6,substrate,ildcare,
fluvoxamine,CYP2E1,substrate,DrugBank,DB00176
fluvoxamine,CYP3A7,inhibitor,DrugBank,DB00176
fluvoxamine,CYP3A5,inhibitor,DrugBank,DB00176
fluvoxamine,CYP3A4,inhibitor,DrugBank,DB00176
fluvoxamine,CYP3A4,inhibitor,Indiana University,
fluvoxamine,CYP3A5,inhibitor,Indiana University,
fluvoxamine,CYP3A7,inhibitor,Indiana University,
fluvoxamine,CYP3A4,inhibitor,ildcare,
fluvoxamine,CYP1A1,inhibitor,SuperCYP,54739183
fluvoxamine,CYP1A2,inhibitor,SuperCYP,54739183
fluvoxamine,CYP1A2,substrate,SuperCYP,54739183
fluvoxamine,CYP2B6,inhibitor,SuperCYP,54739183
fluvoxamine,CYP2C9,inhibitor,SuperCYP,54739183
fluvoxamine,CYP2C19,inhibitor,SuperCYP,54739183
fluvoxamine,CYP2D6,inhibitor,SuperCYP,54739183
fluvoxamine,CYP2D6,substrate,SuperCYP,54739183
fluvoxamine,CYP2E1,substrate,SuperCYP,54739183
fluvoxamine,CYP3A4,inhibitor,SuperCYP,54739183
fluvoxamine,CYP3A5,inhibitor,SuperCYP,54739183
fluvoxamine,CYP3A7,inhibitor,SuperCYP,54739183
fluvoxamine,CYP1A2,inhibitor,KEGG,D07984
fluvoxamine,CYP1A2,substrate,KEGG,D07984
fluvoxamine,CYP2C9,inhibitor,KEGG,D07984
fluvoxamine,CYP2C19,inhibitor,KEGG,D07984
fluvoxamine,CYP2C19,substrate,KEGG,D07984
fluvoxamine,CYP2D6,substrate,KEGG,D07984
fluvoxamine,CYP3A,inhibitor,KEGG,D07984
fluvoxamine,CYP2C8,inhibitor,KEGG,D07984
fluvoxamine,CYP2C8, inducer,KEGG,D07984
fluvoxamine,CYP2C8,inhibitor,SuperCYP,54739183
fluvoxamine2,CYP2C9,inhibitor,Indiana University,
folic acid,CYP2E1,substrate,DrugBank,DB00158
folic acid,ABCG2,substrate,transporter,
folic acid,SLC22A6,inhibitor,transporter,
folic acid,CYP2E1,substrate,SuperCYP,59303
fomepizole,CYP2A6,inhibitor,DrugBank,DB01213
fomepizole,CYP2E1,inhibitor,DrugBank,DB01213
fomepizole,CYP2A6,inhibitor,SuperCYP,7554656
fomepizole,CYP2E1,inhibitor,SuperCYP,7554656
formestane,CYP19A,inhibitor,SuperCYP,566483
formoterol,CYP2A6,substrate,DrugBank,DB00983
formoterol,CYP2C9,substrate,DrugBank,DB00983
formoterol,CYP2C9,substrate,ildcare,
formoterol,CYP2C19,substrate,DrugBank,DB00983
formoterol,CYP2C19,substrate,ildcare,
