DrugName,CypName,Action,Species,Database,CASNumber
Benzydamine,2C19,substrate,human,SuperCYP,000642728
Bicalutamide,2C19,inhibitor,,SuperCYP,090357065
Bifonazole,2C19,inhibitor,human,SuperCYP,060628968
Bortezomib,2C19,substrate,human,SuperCYP,179324697
Bortezomib,2C19,inhibitor,human,SuperCYP,179324697
Bortezomib,2C19,substrate,human,SuperCYP,179324697
Bromazepam,2C19,substrate,human,SuperCYP,001812302
Brompheniramine,2C19,substrate,human,SuperCYP,000086226
Buflomedil,2C19,substrate,human,SuperCYP,055837257
Bupivacaine,2C19,substrate,human,SuperCYP,038396393
Bupivacaine,2C19,substrate,human,SuperCYP,038396393
Buprenorphine,2C19,inhibitor,human,SuperCYP,052485797
Capsaicin,2C19,substrate,human,SuperCYP,000404864
Capsaicin,2C19,substrate,,SuperCYP,000404864
Carbamazepine,2C19,inducer,human,SuperCYP,000298464
Carbamazepine,2C19,inhibitor,human,SuperCYP,000298464
Carbamazepine,2C19,inducer,human,SuperCYP,000298464
Carbinoxamine,2C19,substrate,human,SuperCYP,000486168
Carisoprodol,2C19,substrate,human,SuperCYP,000078444
Carisoprodol,2C19,substrate,human,SuperCYP,000078444
Chinin,2C19,substrate,human,SuperCYP,000130950
Chinin,2C19,substrate,human,SuperCYP,000130950
Chinin,2C19,inhibitor,human,SuperCYP,000130950
Chloramphenicol,2C19,inhibitor,human,SuperCYP,000056757
Chloramphenicol,2C19,substrate,,SuperCYP,000056757
Chloramphenicol,2C19,inhibitor,human,SuperCYP,000056757
Chlormadinone,2C19,inhibitor,,SuperCYP,001961779
Chloroform,2C19,substrate,human,SuperCYP,000067663
Chlorpropamide,2C19,substrate,human,SuperCYP,000094202
Chlorpropamide,2C19,substrate,human,SuperCYP,000094202
Ciclosporin,2C19,inhibitor,human,SuperCYP,059865133
Cimetidine,2C19,inhibitor,human,SuperCYP,051481619
Cimetidine,2C19,inhibitor,human,SuperCYP,051481619
Cisapride,2C19,substrate,human,SuperCYP,081098604
Citalopram,2C19,inhibitor,human,SuperCYP,059729338
Citalopram,2C19,substrate,human,SuperCYP,059729338
Citalopram,2C19,inhibitor,human,SuperCYP,059729338
Citalopram,2C19,substrate,human,SuperCYP,059729338
Clarithromycin,2C19,inhibitor,human,SuperCYP,081103119
Clarithromycin,2C19,substrate,human,SuperCYP,081103119
Clobazam,2C19,substrate,human,SuperCYP,022316478
Clobazam,2C19,substrate,human,SuperCYP,022316478
Clomethiazole,2C19,substrate,human,SuperCYP,000533459
Clomipramine,2C19,substrate,human,SuperCYP,000303491
Clomipramine,2C19,substrate,human,SuperCYP,000303491
Clopidogrel,2C19,substrate,human,SuperCYP,113665842
Clotiazepam,2C19,substrate,human,SuperCYP,033671464
Clotrimazole,2C19,inhibitor,human,SuperCYP,023593751
Clozapine,2C19,inhibitor,human,SuperCYP,005786210
Clozapine,2C19,substrate,human,SuperCYP,005786210
Clozapine,2C19,inhibitor,human,SuperCYP,005786210
Colecalciferol,2C19,inhibitor,human,SuperCYP,000067970
Cyclophosphamide,2C19,substrate,human,SuperCYP,000050180
Cyclophosphamide,2C19,substrate,human,SuperCYP,000050180
Dapsone,2C19,substrate,human,SuperCYP,000080080
Dapsone,2C19,substrate,human,SuperCYP,000080080
Delavirdine,2C19,inhibitor,human,SuperCYP,136817599
Delavirdine,2C19,inhibitor,human,SuperCYP,136817599
Delavirdine,2C19,inhibitor,human,SuperCYP,136817599
Desipramine,2C19,substrate,human,SuperCYP,000050475
Desipramine,2C19,inhibitor,human,SuperCYP,000050475
Desloratadine,2C19,inhibitor,human,SuperCYP,100643718
Desogestrel,2C19,substrate,human,SuperCYP,054024225
Desogestrel,2C19,substrate,human,SuperCYP,054024225
Dexamethason,2C19,inducer,human,SuperCYP,000050022
Dexamethasone,2C19,inducer,human,SuperCYP,000050022
Dexfenfluramine,2C19,inhibitor,human,SuperCYP,003239449
Dextromethorphan,2C19,substrate,human,SuperCYP,000125713
Dextromethorphan,2C19,substrate,human,SuperCYP,000125713
Diazepam,2C19,inhibitor,human,SuperCYP,000439145
Diazepam,2C19,substrate,human,SuperCYP,000439145
Diazepam,2C19,inhibitor,human,SuperCYP,000439145
Diazepam,2C19,substrate,human,SuperCYP,000439145
Diclofenac,2C19,substrate,human,SuperCYP,015307865
Diclofenac,2C19,substrate,,SuperCYP,015307865
Diethyltoluamide,2C19,substrate,human,SuperCYP,000134623
Diiodohydroxypropane,2C19,inhibitor,human,SuperCYP,000067630
Dimethyl sulfoxide,2C19,inhibitor,human,SuperCYP,000067685
Dopamine,2C19,substrate,human,SuperCYP,000051616
Doxazosin,2C19,substrate,human,SuperCYP,074191858
Doxepin,2C19,substrate,human,SuperCYP,001668195
Doxepin,2C19,substrate,human,SuperCYP,001668195
Dronabinol,2C19,substrate,human,SuperCYP,001972083
Efavirenz,2C19,inhibitor,human,SuperCYP,154598524
Efavirenz,2C19,inhibitor,,SuperCYP,154598524
Efavirenz,2C19,inhibitor,human,SuperCYP,154598524
Entacapone,2C19,inhibitor,,SuperCYP,116314671
Escitalopram,2C19,substrate,human,SuperCYP,128196010
Esomeprazole,2C19,substrate,,SuperCYP,161973100
Esomeprazole,2C19,substrate,human,SuperCYP,161973100
Estradiol,2C19,substrate,human,SuperCYP,000050282
Ethanol,2C19,inhibitor,human,SuperCYP,000064175
Ethinylestradiol,2C19,inhibitor,human,SuperCYP,000057636
Ethinylestradiol,2C19,inhibitor,human,SuperCYP,000057636
Ethinylestradiol,2C19,substrate,human,SuperCYP,000057636
Ethotoin,2C19,inhibitor,human,SuperCYP,000086351
Ethotoin,2C19,inhibitor,,SuperCYP,000086351
Etizolam,2C19,substrate,human,SuperCYP,040054691
Etoricoxib,2C19,inhibitor,human,SuperCYP,202409334
Famotidine,2C19,substrate,human,SuperCYP,076824356
Felbamate,2C19,inhibitor,human,SuperCYP,025451154
Felbamate,2C19,inhibitor,,SuperCYP,025451154
Felbamate,2C19,inhibitor,human,SuperCYP,025451154
Fenofibrate,2C19,inhibitor,,SuperCYP,049562289
Fluconazole,2C19,inhibitor,human,SuperCYP,086386734
Fluconazole,2C19,inhibitor,,SuperCYP,086386734
Fluconazole,2C19,inhibitor,human,SuperCYP,086386734
Flunitrazepam,2C19,substrate,human,SuperCYP,001622624
Flunitrazepam,2C19,substrate,human,SuperCYP,001622624
Fluoxetine,2C19,inhibitor,human,SuperCYP,054910893
Fluoxetine,2C19,substrate,human,SuperCYP,054910893
Fluoxetine,2C19,inhibitor,,SuperCYP,054910893
Fluoxetine,2C19,substrate,,SuperCYP,054910893
Fluoxetine,2C19,inhibitor,human,SuperCYP,054910893
Fluoxetine,2C19,substrate,human,SuperCYP,054910893
Flutamide,2C19,substrate,human,SuperCYP,013311847
Fluvoxamine,2C19,inhibitor,human,SuperCYP,054739183
Fluvoxamine,2C19,inhibitor,,SuperCYP,054739183
Fluvoxamine,2C19,inhibitor,human,SuperCYP,054739183
Fluvoxamine,2C19,inhibitor,human,SuperCYP,054739183
Formoterol,2C19,substrate,,SuperCYP,043229807
Fosamprenavir,2C19,inhibitor,,SuperCYP,226700794
Fosphenytoin,2C19,inhibitor,,SuperCYP,093390819
Fosphenytoin,2C19,substrate,,SuperCYP,093390819
Gefitinib,2C19,inhibitor,,SuperCYP,184475352
Gemfibrozil,2C19,inhibitor,human,SuperCYP,025812300
Glibenclamide,2C19,substrate,human,SuperCYP,010238218
Glibenclamide,2C19,substrate,human,SuperCYP,010238218
Gliclazide,2C19,inhibitor,human,SuperCYP,021187984
Glipizide,2C19,substrate,,SuperCYP,029094619
Glucosamine,2C19,substrate,human,SuperCYP,003416248
Haloperidol,2C19,substrate,human,SuperCYP,000052868
Hexobarbital,2C19,substrate,human,SuperCYP,000056291
Ibuprofen,2C19,substrate,,SuperCYP,015687271
Ibuprofen,2C19,substrate,human,SuperCYP,015687271
Ifosfamide,2C19,substrate,human,SuperCYP,003778732
Ifosfamide,2C19,substrate,,SuperCYP,003778732
Imatinib,2C19,substrate,,SuperCYP,152459955
Imipramine,2C19,inhibitor,human,SuperCYP,000050497
Imipramine,2C19,substrate,human,SuperCYP,000050497
Imipramine,2C19,substrate,human,SuperCYP,000050497
Indinavir,2C19,inhibitor,human,SuperCYP,150378179
Indinavir,2C19,inhibitor,,SuperCYP,150378179
Indometacin,2C19,substrate,human,SuperCYP,000053861
Indometacin,2C19,inhibitor,,SuperCYP,000053861
Indometacin,2C19,substrate,,SuperCYP,000053861
Ipriflavone,2C19,inhibitor,human,SuperCYP,035212227
Isoniazid,2C19,inhibitor,human,SuperCYP,000054853
Isoniazid,2C19,inhibitor,human,SuperCYP,000054853
Isopropanol,2C19,inhibitor,human,SuperCYP,000067630
Ketobemidone,2C19,substrate,human,SuperCYP,000469794
Ketoconazole,2C19,inhibitor,human,SuperCYP,065277421
Ketoconazole,2C19,inhibitor,human,SuperCYP,065277421
Lafutidine,2C19,inhibitor,human,SuperCYP,118288087
Lansoprazole,2C19,inhibitor,human,SuperCYP,103577453
Lansoprazole,2C19,substrate,human,SuperCYP,103577453
Lansoprazole,2C19,inhibitor,human,SuperCYP,103577453
Lansoprazole,2C19,substrate,human,SuperCYP,103577453
Lopinavir,2C19,inhibitor,human,SuperCYP,192725170
Loratadine,2C19,inhibitor,human,SuperCYP,079794755
Loratadine,2C19,inducer,human,SuperCYP,079794755
Losartan,2C19,inhibitor,human,SuperCYP,114798264
Losartan,2C19,inhibitor,human,SuperCYP,114798264
Lumiracoxib,2C19,substrate,human,SuperCYP,220991208
Lynestrenol,2C19,inducer,human,SuperCYP,000052766
Lynestrenol,2C19,substrate,human,SuperCYP,000052766
Medazepam,2C19,substrate,human,SuperCYP,002898126
Medrysone,2C19,inhibitor,,SuperCYP,002668668
Melatonin,2C19,substrate,human,SuperCYP,000073314
Melatonin,2C19,substrate,human,SuperCYP,000073314
Memantine,2C19,inhibitor,human,SuperCYP,019982082
Memantine,2C19,inhibitor,human,SuperCYP,019982082
Mephenytoin,2C19,inhibitor,human,SuperCYP,000050124
Mephenytoin,2C19,substrate,human,SuperCYP,000050124
Mephenytoin,2C19,substrate,human,SuperCYP,000050124
Meprobamate,2C19,substrate,human,SuperCYP,000057534
Mesuximide,2C19,inhibitor,human,SuperCYP,000077418
Mesuximide,2C19,substrate,human,SuperCYP,000077418
Methadone,2C19,substrate,human,SuperCYP,000076993
Methazolamide,2C19,inhibitor,human,SuperCYP,000554574
Methylphenobarbital,2C19,inhibitor,human,SuperCYP,000115388
Methylphenobarbital,2C19,substrate,human,SuperCYP,000115388
Methylphenobarbital,2C19,substrate,human,SuperCYP,000115388
Metoprolol,2C19,substrate,human,SuperCYP,037350586
Miconazole,2C19,inhibitor,human,SuperCYP,022916478
Miconazole,2C19,inhibitor,human,SuperCYP,022916478
Moclobemide,2C19,inhibitor,human,SuperCYP,071320779
Moclobemide,2C19,substrate,human,SuperCYP,071320779
Moclobemide,2C19,inhibitor,human,SuperCYP,071320779
Moclobemide,2C19,substrate,,SuperCYP,071320779
Modafinil,2C19,inhibitor,human,SuperCYP,068693118
Modafinil,2C19,inducer,human,SuperCYP,068693118
Modafinil,2C19,inhibitor,human,SuperCYP,068693118
Nelfinavir,2C19,inhibitor,human,SuperCYP,159989647
Nelfinavir,2C19,substrate,human,SuperCYP,159989647
Nelfinavir,2C19,substrate,human,SuperCYP,159989647
Nicardipine,2C19,inhibitor,human,SuperCYP,055985325
Nicardipine,2C19,inhibitor,human,SuperCYP,055985325
Nicotine,2C19,substrate,human,SuperCYP,000054115
Nilutamide,2C19,inhibitor,human,SuperCYP,063612500
Nilutamide,2C19,substrate,human,SuperCYP,063612500
Nilutamide,2C19,inhibitor,human,SuperCYP,063612500
Nilutamide,2C19,substrate,,SuperCYP,063612500
Nilvadipine,2C19,inhibitor,human,SuperCYP,075530686
Nordazepam,2C19,substrate,human,SuperCYP,001088115
Nordazepam,2C19,substrate,human,SuperCYP,001088115
Norethisterone,2C19,inducer,human,SuperCYP,000068224
Nortriptyline,2C19,substrate,human,SuperCYP,000072695
Noscapine,2C19,inhibitor,,SuperCYP,000128621
Olanzapine,2C19,inhibitor,human,SuperCYP,132539061
Omeprazole,2C19,inhibitor,human,SuperCYP,073590586
Omeprazole,2C19,inducer,,SuperCYP,073590586
Omeprazole,2C19,inhibitor,human,SuperCYP,073590586
Omeprazole,2C19,substrate,human,SuperCYP,073590586
Omeprazole,2C19,inhibitor,human,SuperCYP,073590586
Omeprazole,2C19,substrate,human,SuperCYP,073590586
Omeprazole,2C19,substrate,,SuperCYP,073590586
Orphenadrine (chloride),2C19,inhibitor,human,SuperCYP,000083987
Orphenadrine (citrate),2C19,inhibitor,human,SuperCYP,000083987
Oxcarbazepine,2C19,inhibitor,human,SuperCYP,028721075
Oxcarbazepine,2C19,inhibitor,human,SuperCYP,028721075
Oxcarbazepine,2C19,inhibitor,human,SuperCYP,028721075
Pantoprazole,2C19,substrate,human,SuperCYP,102625707
Pantoprazole,2C19,inhibitor,human,SuperCYP,102625707
Pantoprazole,2C19,substrate,human,SuperCYP,102625707
Paroxetine,2C19,inhibitor,,SuperCYP,061869087
Pentobarbital,2C19,substrate,human,SuperCYP,000076744
Perazine,2C19,inhibitor,human,SuperCYP,000084979
Perazine,2C19,substrate,human,SuperCYP,000084979
Perphenazine,2C19,substrate,human,SuperCYP,000058399
Perphenazine,2C19,substrate,human,SuperCYP,000058399
Pethidine,2C19,substrate,human,SuperCYP,000057421
Pethidine,2C19,substrate,human,SuperCYP,000057421
Phenacetin,2C19,substrate,human,SuperCYP,000062442
Phenazone,2C19,substrate,human,SuperCYP,000060800
Phenazone,2C19,inhibitor,human,SuperCYP,000060800
Phenelzine,2C19,substrate,human,SuperCYP,000051718
Phenelzine,2C19,inhibitor,human,SuperCYP,000051718
Phenobarbital,2C19,inducer,human,SuperCYP,000050066
Phenobarbital,2C19,substrate,human,SuperCYP,000050066
Phenobarbital,2C19,substrate,human,SuperCYP,000050066
Phenobarbital,2C19,substrate,,SuperCYP,000050066
Phensuximide,2C19,inhibitor,human,SuperCYP,000086340
Phenytoin,2C19,substrate,human,SuperCYP,000057410
Phenytoin,2C19,inducer,human,SuperCYP,000057410
Phenytoin,2C19,substrate,,SuperCYP,000057410
Phenytoin,2C19,inducer,human,SuperCYP,000057410
Pimozide,2C19,inhibitor,human,SuperCYP,002062784
Pioglitazone,2C19,inhibitor,human,SuperCYP,111025468
Podophyllotoxin,2C19,substrate,human,SuperCYP,019186357
Praziquantel,2C19,substrate,human,SuperCYP,055268741
Prednisone,2C19,inducer,human,SuperCYP,000053032
Prednisone,2C19,inducer,human,SuperCYP,000053032
Primidone,2C19,substrate,,SuperCYP,000125337
Primidone,2C19,inducer,human,SuperCYP,000125337
Probenecid,2C19,inhibitor,human,SuperCYP,000057669
Progesterone,2C19,inhibitor,human,SuperCYP,000057830
Progesterone,2C19,substrate,human,SuperCYP,000057830
Progesterone,2C19,substrate,human,SuperCYP,000057830
Proguanil,2C19,substrate,human,SuperCYP,000500925
Proguanil,2C19,substrate,,SuperCYP,000500925
Proguanil,2C19,substrate,human,SuperCYP,000500925
Promazine,2C19,substrate,human,SuperCYP,000058402
Promazine,2C19,substrate,human,SuperCYP,000058402
Propofol,2C19,substrate,human,SuperCYP,002078548
Propofol,2C19,substrate,human,SuperCYP,002078548
Propranolol,2C19,substrate,human,SuperCYP,000525666
Propranolol,2C19,substrate,human,SuperCYP,000525666
Quazepam,2C19,substrate,human,SuperCYP,036735225
Quetiapine,2C19,substrate,human,SuperCYP,111974697
Quinine,2C19,substrate,human,SuperCYP,000130950
Quinine,2C19,substrate,human,SuperCYP,000130950
Quinine,2C19,inhibitor,human,SuperCYP,000130950
Rabeprazole,2C19,inhibitor,human,SuperCYP,117976893
Rabeprazole,2C19,substrate,human,SuperCYP,117976893
Rabeprazole,2C19,inhibitor,human,SuperCYP,117976893
Rabeprazole,2C19,substrate,human,SuperCYP,117976893
Ranitidine,2C19,substrate,human,SuperCYP,066357355
Ranitidine,2C19,substrate,human,SuperCYP,066357355
Retinol (vit A),2C19,inhibitor,human,SuperCYP,000068268
Retinol (vit A),2C19,inhibitor,human,SuperCYP,000068268
Rifampicin,2C19,inducer,human,SuperCYP,013292461
Rifampicin,2C19,substrate,,SuperCYP,013292461
Rifampicin,2C19,inducer,human,SuperCYP,013292461
Ritonavir,2C19,inducer,human,SuperCYP,155213675
Ritonavir,2C19,inhibitor,human,SuperCYP,155213675
Ritonavir,2C19,inhibitor,human,SuperCYP,155213675
Ritonavir,2C19,inducer,human,SuperCYP,155213675
Rosiglitazone,2C19,inhibitor,human,SuperCYP,122320734
Saquinavir,2C19,inhibitor,human,SuperCYP,127779208
Saquinavir,2C19,inhibitor,human,SuperCYP,127779208
Selegiline,2C19,substrate,human,SuperCYP,014611519
Selegiline,2C19,substrate,human,SuperCYP,014611519
Seratrodast,2C19,inhibitor,human,SuperCYP,112665437
Seratrodast,2C19,substrate,human,SuperCYP,112665437
Sertraline,2C19,inhibitor,human,SuperCYP,079617962
Sertraline,2C19,substrate,human,SuperCYP,079617962
Sertraline,2C19,substrate,human,SuperCYP,079617962
Sildenafil,2C19,substrate,human,SuperCYP,139755832
Sildenafil,2C19,inhibitor,human,SuperCYP,139755832
Sulconazole,2C19,inhibitor,human,SuperCYP,061318909
Sulconazole,2C19,inhibitor,human,SuperCYP,061318909
Sulfanilamide,2C19,inhibitor,human,SuperCYP,000063741
Tamoxifen,2C19,substrate,human,SuperCYP,010540291
Telmisartan,2C19,inhibitor,human,SuperCYP,144701484
Temazepam,2C19,substrate,human,SuperCYP,000846504
Temazepam,2C19,substrate,human,SuperCYP,000846504
Teniposide,2C19,substrate,,SuperCYP,029767202
Terbinafine,2C19,substrate,human,SuperCYP,091161716
Terbinafine,2C19,substrate,human,SuperCYP,091161716
Testosterone,2C19,substrate,human,SuperCYP,000057852
Testosterone,2C19,substrate,human,SuperCYP,000057852
Tetrabenazine,2C19,inducer,rat,SuperCYP,000058468
Thalidomide,2C19,substrate,human,SuperCYP,000050351
Thalidomide,2C19,substrate,human,SuperCYP,000050351
Thiamazole,2C19,inhibitor,human,SuperCYP,000060560
Thiamazole,2C19,inhibitor,human,SuperCYP,000060560
Thioridazine,2C19,substrate,human,SuperCYP,000050522
Ticlopidine,2C19,inhibitor,human,SuperCYP,055142853
Ticlopidine,2C19,inhibitor,human,SuperCYP,055142853
Ticlopidine,2C19,inhibitor,human,SuperCYP,055142853
Timolol,2C19,substrate,human,SuperCYP,026839758
Tioconazole,2C19,inhibitor,human,SuperCYP,065899732
Tioconazole,2C19,inhibitor,human,SuperCYP,065899732
Tolbutamide,2C19,substrate,human,SuperCYP,000064777
Tolbutamide,2C19,substrate,human,SuperCYP,000064777
Tolperisone,2C19,substrate,human,SuperCYP,000728881
Tolperisone,2C19,substrate,,SuperCYP,000728881
Tolterodine,2C19,substrate,human,SuperCYP,124937515
Tolterodine,2C19,substrate,human,SuperCYP,124937515
Topiramate,2C19,inhibitor,human,SuperCYP,097240794
Topiramate,2C19,inhibitor,human,SuperCYP,097240794
Topiramate,2C19,inhibitor,human,SuperCYP,097240794
Torasemide,2C19,inhibitor,human,SuperCYP,056211406
Trabectedin,2C19,substrate,human,SuperCYP,114899773
Trabectedin,2C19,substrate,human,SuperCYP,114899773
Tranylcypromine,2C19,inhibitor,human,SuperCYP,000155099
Tranylcypromine,2C19,inhibitor,human,SuperCYP,000155099
Trimethadione,2C19,substrate,human,SuperCYP,000127480
Trimipramine,2C19,substrate,human,SuperCYP,000739719
Troglitazone,2C19,inhibitor,human,SuperCYP,097322877
Troglitazone,2C19,substrate,human,SuperCYP,097322877
Troleandomycin,2C19,inhibitor,human,SuperCYP,002751099
Trospium,2C19,inhibitor,,SuperCYP,010405024
Valdecoxib,2C19,inhibitor,human,SuperCYP,181695727
Valproic acid,2C19,inhibitor,human,SuperCYP,000099661
Valproic acid,2C19,substrate,human,SuperCYP,000099661
Venlafaxine,2C19,substrate,human,SuperCYP,093413695
Venlafaxine,2C19,substrate,human,SuperCYP,093413695
Verapamil,2C19,substrate,human,SuperCYP,000052539
Voriconazole,2C19,substrate,human,SuperCYP,137234629
Voriconazole,2C19,inhibitor,human,SuperCYP,137234629
Voriconazole,2C19,substrate,human,SuperCYP,137234629
Warfarin,2C19,inhibitor,human,SuperCYP,000081812
Warfarin,2C19,inhibitor,human,SuperCYP,000081812
Warfarin,2C19,substrate,human,SuperCYP,000081812
Warfarin,2C19,substrate,,SuperCYP,000081812
Zafirlukast,2C19,inhibitor,human,SuperCYP,107753786
Zafirlukast,2C19,inhibitor,human,SuperCYP,107753786
Zidovudine,2C19,substrate,human,SuperCYP,030516871
Zidovudine,2C19,substrate,human,SuperCYP,030516871
Zidovudine,2C19,substrate,human,SuperCYP,030516871
Zolpidem,2C19,substrate,human,SuperCYP,082626480
Zolpidem,2C19,substrate,human,SuperCYP,082626480
Zonisamide,2C19,inhibitor,human,SuperCYP,068291974
Zonisamide,2C19,substrate,human,SuperCYP,068291974
Zonisamide,2C19,substrate,,SuperCYP,068291974
Zonisamide,2C19,substrate,human,SuperCYP,068291974
Zotepine,2C19,substrate,human,SuperCYP,026615214
Acebutolol,2D6,inhibitor,human,SuperCYP,037517309
Acetylcholin,2D6,substrate,human,SuperCYP,000051843
Acetylcholine,2D6,substrate,human,SuperCYP,000051843
Ajmaline,2D6,inhibitor,human,SuperCYP,004360127
Ajmaline,2D6,substrate,human,SuperCYP,004360127
Almotriptan,2D6,substrate,human,SuperCYP,154323576
Almotriptan,2D6,substrate,human,SuperCYP,154323576
Alprenolol,2D6,substrate,human,SuperCYP,013655522
Alprenolol,2D6,substrate,,SuperCYP,013655522
Amfetamine,2D6,substrate,human,SuperCYP,000300629
Amfetamine,2D6,inhibitor,human,SuperCYP,000300629
Amfetamine,2D6,substrate,,SuperCYP,000300629
Aminobutyric acid,2D6,substrate,,SuperCYP,028805767
Aminophenazone,2D6,substrate,human,SuperCYP,000058151
Amiodarone,2D6,inhibitor,human,SuperCYP,001951253
Amiodarone,2D6,substrate,human,SuperCYP,001951253
Amiodarone,2D6,inhibitor,human,SuperCYP,001951253
Amitriptyline,2D6,inhibitor,human,SuperCYP,000050486
Amitriptyline,2D6,substrate,human,SuperCYP,000050486
Amitriptyline,2D6,substrate,,SuperCYP,000050486
Amitriptyline,2D6,substrate,human,SuperCYP,000050486
Amlodipine,2D6,inhibitor,human,SuperCYP,088150429
Amlodipine,2D6,inhibitor,human,SuperCYP,088150429
Amodiaquine,2D6,inhibitor,human,SuperCYP,000086420
