Name,Name,Actions,Species,Database,DrugBank ID
Azithromycin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00207
Ticlopidine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00208
Pantoprazole,3A4,"substrate, inducer",Not Specified,DrugBank,DB00213
Citalopram,3A4,substrate,Not Specified,DrugBank,DB00215
Eletriptan,3A4,"substrate, inducer",Not Specified,DrugBank,DB00216
Nelfinavir,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00220
Indinavir,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00224
Lovastatin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00227
Temazepam,3A4,substrate,Not Specified,DrugBank,DB00231
Reboxetine,3A4,substrate,Not Specified,DrugBank,DB00234
Nevirapine,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00238
Oxiconazole,3A4,inducer,Not Specified,DrugBank,DB00239
Alclometasone,3A4,"substrate, inducer",Not Specified,DrugBank,DB00240
Ranolazine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00243
Ziprasidone,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00246
Cabergoline,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00248
Dapsone,3A4,substrate,Not Specified,DrugBank,DB00250
Phenytoin,3A4,"substrate, inducer",Not Specified,DrugBank,DB00252
Doxycycline,3A4,inhibitor,Not Specified,DrugBank,DB00254
Diethylstilbestrol,3A4,inhibitor,Not Specified,DrugBank,DB00255
Clotrimazole,3A4,"inhibitor, inducer",Not Specified,DrugBank,DB00257
Sulfanilamide,3A4,inhibitor,Not Specified,DrugBank,DB00259
Ropinirole,3A4,substrate,Not Specified,DrugBank,DB00268
Isradipine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00270
Topiramate,3A4,inducer,Not Specified,DrugBank,DB00273
Theophylline,3A4,substrate,Not Specified,DrugBank,DB00277
Argatroban,3A4,substrate,Not Specified,DrugBank,DB00278
Disopyramide,3A4,substrate,Not Specified,DrugBank,DB00280
Lidocaine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00281
Clemastine,3A4,inhibitor,Not Specified,DrugBank,DB00283
Venlafaxine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00285
Conjugated Estrogens,3A4,substrate,Not Specified,DrugBank,DB00286
Atomoxetine,3A4,inhibitor,Not Specified,DrugBank,DB00289
Etonogestrel,3A4,substrate,Not Specified,DrugBank,DB00294
Morphine,3A4,substrate,Not Specified,DrugBank,DB00295
Ropivacaine,3A4,substrate,Not Specified,DrugBank,DB00296
Bupivacaine,3A4,substrate,Not Specified,DrugBank,DB00297
Flucloxacillin,3A4,inducer,Not Specified,DrugBank,DB00301
Bexarotene,3A4,"substrate, inducer",Not Specified,DrugBank,DB00307
Vindesine,3A4,substrate,Not Specified,DrugBank,DB00309
Pentobarbital,3A4,inducer,Not Specified,DrugBank,DB00312
Valproic Acid,3A4,inhibitor,Not Specified,DrugBank,DB00313
Acetaminophen,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00316
Gefitinib,3A4,substrate,Not Specified,DrugBank,DB00317
Codeine,3A4,substrate,Not Specified,DrugBank,DB00318
Dihydroergotamine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00320
Amitriptyline,3A4,substrate,Not Specified,DrugBank,DB00321
Fluorometholone,3A4,"substrate, inducer",Not Specified,DrugBank,DB00324
Hydromorphone,3A4,substrate,Not Specified,DrugBank,DB00327
Ipratropium bromide,3A4,substrate,Not Specified,DrugBank,DB00332
Methadone,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00333
Olanzapine,3A4,inhibitor,Not Specified,DrugBank,DB00334
Pimecrolimus,3A4,substrate,Not Specified,DrugBank,DB00337
Omeprazole,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00338
Pyrazinamide,3A4,substrate,Not Specified,DrugBank,DB00339
Terfenadine,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00342
Diltiazem,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00343
Alfuzosin,3A4,substrate,Not Specified,DrugBank,DB00346
Trimethadione,3A4,substrate,Not Specified,DrugBank,DB00347
Clobazam,3A4,substrate,Not Specified,DrugBank,DB00349
Methylergometrine,3A4,inhibitor,Not Specified,DrugBank,DB00353
Chlorzoxazone,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00356
Aminoglutethimide,3A4,inducer,Not Specified,DrugBank,DB00357
Mefloquine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00358
Sulfadiazine,3A4,substrate,Not Specified,DrugBank,DB00359
Vinorelbine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00361
Clozapine,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00363
Grepafloxacin,3A4,substrate,Not Specified,DrugBank,DB00365
Levonorgestrel,3A4,substrate,Not Specified,DrugBank,DB00367
Mirtazapine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00370
Palonosetron,3A4,substrate,Not Specified,DrugBank,DB00377
Mexiletine,3A4,substrate,Not Specified,DrugBank,DB00379
Amlodipine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00381
Digoxin,3A4,substrate,Not Specified,DrugBank,DB00390
Nimodipine,3A4,substrate,Not Specified,DrugBank,DB00393
Progesterone,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00396
Sorafenib,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00398
Griseofulvin,3A4,inducer,Not Specified,DrugBank,DB00400
Nisoldipine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00401
Eszopiclone,3A4,substrate,Not Specified,DrugBank,DB00402
Alprazolam,3A4,substrate,Not Specified,DrugBank,DB00404
Promazine,3A4,substrate,Not Specified,DrugBank,DB00420
Zolpidem,3A4,substrate,Not Specified,DrugBank,DB00425
Famciclovir,3A4,substrate,Not Specified,DrugBank,DB00426
Prochlorperazine,3A4,substrate,Not Specified,DrugBank,DB00433
Nitric Oxide,3A4,inhibitor,Not Specified,DrugBank,DB00435
Cerivastatin,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00439
Trimethoprim,3A4,substrate,Not Specified,DrugBank,DB00440
Betamethasone,3A4,inhibitor,Not Specified,DrugBank,DB00443
Teniposide,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00444
Chloramphenicol,3A4,inhibitor,Not Specified,DrugBank,DB00446
Lansoprazole,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00448
Levothyroxine,3A4,substrate,Not Specified,DrugBank,DB00451
Pethidine,3A4,substrate,Not Specified,DrugBank,DB00454
Loratadine,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00455
Imipramine,3A4,substrate,Not Specified,DrugBank,DB00458
Quinine,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00468
Dronabinol,3A4,substrate,Not Specified,DrugBank,DB00470
Montelukast,3A4,substrate,Not Specified,DrugBank,DB00471
Fluoxetine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00472
Chlordiazepoxide,3A4,substrate,Not Specified,DrugBank,DB00475
Chlorpromazine,3A4,substrate,Not Specified,DrugBank,DB00477
Raloxifene,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00481
Celecoxib,3A4,substrate,Not Specified,DrugBank,DB00482
Dicloxacillin,3A4,inducer,Not Specified,DrugBank,DB00485
Buspirone,3A4,substrate,Not Specified,DrugBank,DB00490
Zidovudine,3A4,substrate,Not Specified,DrugBank,DB00495
Darifenacin,3A4,substrate,Not Specified,DrugBank,DB00496
Oxycodone,3A4,substrate,Not Specified,DrugBank,DB00497
Flutamide,3A4,substrate,Not Specified,DrugBank,DB00499
Cimetidine,3A4,inhibitor,Not Specified,DrugBank,DB00501
Haloperidol,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00502
Ritonavir,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00503
Dextromethorphan,3A4,substrate,Not Specified,DrugBank,DB00514
Albendazole,3A4,substrate,Not Specified,DrugBank,DB00518
Caspofungin,3A4,inhibitor,Not Specified,DrugBank,DB00520
Lercanidipine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00528
Erlotinib,3A4,substrate,Not Specified,DrugBank,DB00530
Cyclophosphamide,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00531
Rofecoxib,3A4,"substrate, inducer",Not Specified,DrugBank,DB00533
Ciprofloxacin,3A4,inhibitor,Not Specified,DrugBank,DB00537
Toremifene,3A4,substrate,Not Specified,DrugBank,DB00539
Nortriptyline,3A4,substrate,Not Specified,DrugBank,DB00540
Vincristine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00541
Pyridostigmine,3A4,inducer,Not Specified,DrugBank,DB00545
Adinazolam,3A4,substrate,Not Specified,DrugBank,DB00546
Zafirlukast,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00549
Methoxsalen,3A4,substrate,Not Specified,DrugBank,DB00553
Bosentan,3A4,"substrate, inducer",Not Specified,DrugBank,DB00559
Carbamazepine,3A4,"substrate, inducer",Not Specified,DrugBank,DB00564
Cephalexin,3A4,substrate,Not Specified,DrugBank,DB00567
Vinblastine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00570
Propranolol,3A4,substrate,Not Specified,DrugBank,DB00571
Clonidine,3A4,substrate,Not Specified,DrugBank,DB00575
Valdecoxib,3A4,substrate,Not Specified,DrugBank,DB00580
Voriconazole,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00582
Enalapril,3A4,substrate,Not Specified,DrugBank,DB00584
Diclofenac,3A4,substrate,Not Specified,DrugBank,DB00586
Fluticasone Propionate,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00588
Lisuride,3A4,substrate,Not Specified,DrugBank,DB00589
Ethosuximide,3A4,substrate,Not Specified,DrugBank,DB00593
Thiopental,3A4,inhibitor,Not Specified,DrugBank,DB00599
Ivermectin,3A4,substrate,Not Specified,DrugBank,DB00602
Medroxyprogesterone Acetate,3A4,"substrate, inducer",Not Specified,DrugBank,DB00603
Cisapride,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00604
Nafcillin,3A4,inducer,Not Specified,DrugBank,DB00607
Chloroquine,3A4,substrate,Not Specified,DrugBank,DB00608
Bisoprolol,3A4,substrate,Not Specified,DrugBank,DB00612
Rifabutin,3A4,"substrate, inducer",Not Specified,DrugBank,DB00615
Paramethadione,3A4,substrate,Not Specified,DrugBank,DB00617
Imatinib,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00619
Triamcinolone,3A4,substrate,Not Specified,DrugBank,DB00620
Nicardipine,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00622
Testosterone,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00624
Efavirenz,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00625
Clorazepate,3A4,substrate,Not Specified,DrugBank,DB00628
Prednisone,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00635
Clofibrate,3A4,"substrate, inducer",Not Specified,DrugBank,DB00636
Astemizole,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00637
Simvastatin,3A4,"substrate, inhibitorinducer",Not Specified,DrugBank,DB00641
Mebendazole,3A4,substrate,Not Specified,DrugBank,DB00643
Dextropropoxyphene,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00647
Estrone,3A4,substrate,Not Specified,DrugBank,DB00655
Trazodone,3A4,substrate,Not Specified,DrugBank,DB00656
Verapamil,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00661
Histamine Phosphate,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00667
Epinephrine,3A4,inhibitor,Not Specified,DrugBank,DB00668
Aprepitant,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00673
Galantamine,3A4,substrate,Not Specified,DrugBank,DB00674
Tamoxifen,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00675
Losartan,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00678
Warfarin,3A4,substrate,Not Specified,DrugBank,DB00682
Midazolam,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00683
Mycophenolate mofetil,3A4,substrate,Not Specified,DrugBank,DB00688
Flurazepam,3A4,substrate,Not Specified,DrugBank,DB00690
Daunorubicin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00694
Ergotamine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00696
Eplerenone,3A4,substrate,Not Specified,DrugBank,DB00700
Amprenavir,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00701
Methazolamide,3A4,inhibitor,Not Specified,DrugBank,DB00703
Delavirdine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00705
Tamsulosin,3A4,substrate,Not Specified,DrugBank,DB00706
Sufentanil,3A4,substrate,Not Specified,DrugBank,DB00708
Norethindrone,3A4,substrate,Not Specified,DrugBank,DB00717
Azatadine,3A4,inducer,Not Specified,DrugBank,DB00719
Imiquimod,3A4,substrate,Not Specified,DrugBank,DB00724
Trimipramine,3A4,substrate,Not Specified,DrugBank,DB00726
Nateglinide,3A4,substrate,Not Specified,DrugBank,DB00731
Risperidone,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00734
Esomeprazole,3A4,substrate,Not Specified,DrugBank,DB00736
Pentamidine,3A4,substrate,Not Specified,DrugBank,DB00738
Hydrocortisone,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00741
Zileuton,3A4,substrate,Not Specified,DrugBank,DB00744
Modafinil,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00745
Carbinoxamine,3A4,substrate,Not Specified,DrugBank,DB00748
Epinastine,3A4,substrate,Not Specified,DrugBank,DB00751
Tranylcypromine,3A4,inhibitor,Not Specified,DrugBank,DB00752
Tretinoin,3A4,substrate,Not Specified,DrugBank,DB00755
Dolasetron,3A4,substrate,Not Specified,DrugBank,DB00757
Clopidogrel,3A4,substrate,Not Specified,DrugBank,DB00758
Tetracycline,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00759
Irinotecan,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00762
Methimazole,3A4,inhibitor,Not Specified,DrugBank,DB00763
Olopatadine,3A4,substrate,Not Specified,DrugBank,DB00768
Hydrocortamate,3A4,inducer,Not Specified,DrugBank,DB00769
Etoposide,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00773
Oxcarbazepine,3A4,inducer,Not Specified,DrugBank,DB00776
Roxithromycin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00778
Phenelzine,3A4,inhibitor,Not Specified,DrugBank,DB00780
Estradiol,3A4,substrate,Not Specified,DrugBank,DB00783
Primidone,3A4,inducer,Not Specified,DrugBank,DB00794
Alfentanil,3A4,substrate,Not Specified,DrugBank,DB00802
Indapamide,3A4,substrate,Not Specified,DrugBank,DB00808
Phenylbutazone,3A4,inducer,Not Specified,DrugBank,DB00812
Fentanyl,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00813
Meloxicam,3A4,substrate,Not Specified,DrugBank,DB00814
Propofol,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00818
Acetazolamide,3A4,inhibitor,Not Specified,DrugBank,DB00819
Tadalafil,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00820
Disulfiram,3A4,substrate,Not Specified,DrugBank,DB00822
Diazepam,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00829
Mifepristone,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00834
Brompheniramine,3A4,substrate,Not Specified,DrugBank,DB00835
Loperamide,3A4,substrate,Not Specified,DrugBank,DB00836
Oxazepam,3A4,substrate,Not Specified,DrugBank,DB00842
Donepezil,3A4,substrate,Not Specified,DrugBank,DB00843
Clofazimine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00845
Perphenazine,3A4,substrate,Not Specified,DrugBank,DB00850
Temozolomide,3A4,inducer,Not Specified,DrugBank,DB00853
Chlorphenesin,3A4,inducer,Not Specified,DrugBank,DB00856
Terbinafine,3A4,"substrate, inducer",Not Specified,DrugBank,DB00857
Prednisolone,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00860
Vardenafil,3A4,substrate,Not Specified,DrugBank,DB00862
Ranitidine,3A4,inhibitor,Not Specified,DrugBank,DB00863
Tacrolimus,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00864
Benzphetamine,3A4,substrate,Not Specified,DrugBank,DB00865
Dorzolamide,3A4,substrate,Not Specified,DrugBank,DB00869
Conivaptan,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00872
Sirolimus,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00877
Clomifene,3A4,inhibitor,Not Specified,DrugBank,DB00882
Isosorbide Dinitrate,3A4,substrate,Not Specified,DrugBank,DB00883
Granisetron,3A4,substrate,Not Specified,DrugBank,DB00889
Triazolam,3A4,substrate,Not Specified,DrugBank,DB00897
Ethanol,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00898
Ondansetron,3A4,substrate,Not Specified,DrugBank,DB00904
Tiagabine,3A4,substrate,Not Specified,DrugBank,DB00906
Cocaine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00907
Quinidine,3A4,"substrate, inhibitor, inducer ",Not Specified,DrugBank,DB00908
Zonisamide,3A4,substrate,Not Specified,DrugBank,DB00909
Paricalcitol,3A4,substrate,Not Specified,DrugBank,DB00910
Tinidazole,3A4,substrate,Not Specified,DrugBank,DB00911
Repaglinide,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00912
Metronidazole,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00916
Almotriptan,3A4,substrate,Not Specified,DrugBank,DB00918
Buprenorphine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00921
Cyclobenzaprine,3A4,substrate,Not Specified,DrugBank,DB00924
Phenoxybenzamine,3A4,substrate,Not Specified,DrugBank,DB00925
Tipranavir,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00932
Salmeterol,3A4,substrate,Not Specified,DrugBank,DB00938
Zalcitabine,3A4,substrate,Not Specified,DrugBank,DB00943
Phenprocoumon,3A4,substrate,Not Specified,DrugBank,DB00946
Fulvestrant,3A4,substrate,Not Specified,DrugBank,DB00947
Felbamate,3A4,"substrate, inducer",Not Specified,DrugBank,DB00949
Isoniazid,3A4,inhibitor,Not Specified,DrugBank,DB00951
Hydrocodone,3A4,substrate,Not Specified,DrugBank,DB00956
Methylprednisolone,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00959
Zaleplon,3A4,substrate,Not Specified,DrugBank,DB00962
Alosetron,3A4,substrate,Not Specified,DrugBank,DB00969
Azelastine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00972
Ezetimibe,3A4,inhibitor,Not Specified,DrugBank,DB00973
Telithromycin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00976
Ethinyl Estradiol,3A4,substrate,Not Specified,DrugBank,DB00977
Ramelteon,3A4,substrate,Not Specified,DrugBank,DB00980
Cytarabine,3A4,substrate,Not Specified,DrugBank,DB00987
Rivastigmine,3A4,inhibitor,Not Specified,DrugBank,DB00989
Exemestane,3A4,substrate,Not Specified,DrugBank,DB00990
Doxorubicin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00997
Salbutamol,3A4,inhibitor,Not Specified,DrugBank,DB01001
Levobupivacaine,3A4,substrate,Not Specified,DrugBank,DB01002
Letrozole,3A4,substrate,Not Specified,DrugBank,DB01006
Tioconazole,3A4,inhibitor,Not Specified,DrugBank,DB01007
Busulfan,3A4,substrate,Not Specified,DrugBank,DB01008
Metyrapone,3A4,"inhibitor, inducer",Not Specified,DrugBank,DB01011
Cinacalcet,3A4,substrate,Not Specified,DrugBank,DB01012
Sulfamethoxazole,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01015
Glyburide,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01016
Guanfacine,3A4,substrate,Not Specified,DrugBank,DB01018
Isosorbide Mononitrate,3A4,substrate,Not Specified,DrugBank,DB01020
Felodipine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01023
Ketoconazole,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01026
Methoxyflurane,3A4,substrate,Not Specified,DrugBank,DB01028
Irbesartan,3A4,inhibitor,Not Specified,DrugBank,DB01029
Topotecan,3A4,"inhibitor, inducer",Not Specified,DrugBank,DB01030
Probenecid,3A4,inducer,Not Specified,DrugBank,DB01032
Tolterodine,3A4,substrate,Not Specified,DrugBank,DB01036
Selegiline,3A4,substrate,Not Specified,DrugBank,DB01037
Fenofibrate,3A4,substrate,Not Specified,DrugBank,DB01039
Rifampicin,3A4,"substrate, inducer",Not Specified,DrugBank,DB01045
Ergoloid mesylate,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01049
Nitrendipine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01054
Praziquantel,3A4,substrate,Not Specified,DrugBank,DB01058
Norfloxacin,3A4,inhibitor,Not Specified,DrugBank,DB01059
Oxybutynin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01062
Glipizide,3A4,substrate,Not Specified,DrugBank,DB01067
Clonazepam,3A4,substrate,Not Specified,DrugBank,DB01068
Mequitazine,3A4,inhibitor,Not Specified,DrugBank,DB01071
Atazanavir,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01072
Perhexiline,3A4,substrate,Not Specified,DrugBank,DB01074
Atorvastatin,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01076
Orlistat,3A4,inducer,Not Specified,DrugBank,DB01083
Pilocarpine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01085
Primaquine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01087
Dimethyl sulfoxide,3A4,inhibitor,Not Specified,DrugBank,DB01093
Fluvastatin,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01095
Rosuvastatin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01098
Pimozide,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01100
Quinacrine,3A4,substrate,Not Specified,DrugBank,DB01103
Sertraline,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01104
Sibutramine,3A4,substrate,Not Specified,DrugBank,DB01105
Miconazole,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01110
Chlorphenamine,3A4,substrate,Not Specified,DrugBank,DB01114
Nifedipine,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01115
Amiodarone,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01118
Dutasteride,3A4,substrate,Not Specified,DrugBank,DB01126
Econazole,3A4,inhibitor,Not Specified,DrugBank,DB01127
Bicalutamide,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01128
Rabeprazole,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01129
Proguanil,3A4,substrate,Not Specified,DrugBank,DB01131
Pioglitazone,3A4,"substrate, inducer",Not Specified,DrugBank,DB01132
Carvedilol,3A4,substrate,Not Specified,DrugBank,DB01136
Levofloxacin,3A4,inhibitor,Not Specified,DrugBank,DB01137
Sulfinpyrazone,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01138
Doxepin,3A4,substrate,Not Specified,DrugBank,DB01142
Nefazodone,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01149
Desipramine,3A4,inhibitor,Not Specified,DrugBank,DB01151
Bupropion,3A4,substrate,Not Specified,DrugBank,DB01156
Halothane,3A4,substrate,Not Specified,DrugBank,DB01159
Cilostazol,3A4,substrate,Not Specified,DrugBank,DB01166
Itraconazole,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01167
Arsenic trioxide,3A4,inhibitor,Not Specified,DrugBank,DB01169
Guanethidine,3A4,inducer,Not Specified,DrugBank,DB01170
Orphenadrine,3A4,substrate,Not Specified,DrugBank,DB01173
Phenobarbital,3A4,inducer,Not Specified,DrugBank,DB01174
Escitalopram,3A4,substrate,Not Specified,DrugBank,DB01175
Podofilox,3A4,substrate,Not Specified,DrugBank,DB01179
Ifosfamide,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01181
Propafenone,3A4,substrate,Not Specified,DrugBank,DB01182
Naloxone,3A4,substrate,Not Specified,DrugBank,DB01183
Domperidone,3A4,substrate,Not Specified,DrugBank,DB01184
Pergolide,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01186
Clindamycin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01190
Oxymorphone,3A4,substrate,Not Specified,DrugBank,DB01192
Brinzolamide,3A4,substrate,Not Specified,DrugBank,DB01194
Estramustine,3A4,substrate,Not Specified,DrugBank,DB01196
Zopiclone,3A4,substrate,Not Specified,DrugBank,DB01198
Bromocriptine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01200
Rifapentine,3A4,inducer,Not Specified,DrugBank,DB01201
Mitoxantrone,3A4,inhibitor,Not Specified,DrugBank,DB01204
Lomustine,3A4,inhibitor,Not Specified,DrugBank,DB01206
Clarithromycin,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01211
Estazolam,3A4,substrate,Not Specified,DrugBank,DB01215
Finasteride,3A4,substrate,Not Specified,DrugBank,DB01216
Anastrozole,3A4,inhibitor,Not Specified,DrugBank,DB01217
Halofantrine,3A4,substrate,Not Specified,DrugBank,DB01218
Dantrolene,3A4,substrate,Not Specified,DrugBank,DB01219
Rifaximin,3A4,inducer,Not Specified,DrugBank,DB01220
Ketamine,3A4,substrate,Not Specified,DrugBank,DB01221
Budesonide,3A4,substrate,Not Specified,DrugBank,DB01222
Aminophylline,3A4,substrate,Not Specified,DrugBank,DB01223
Quetiapine,3A4,substrate,Not Specified,DrugBank,DB01224
Levomethadyl Acetate,3A4,substrate,Not Specified,DrugBank,DB01227
Paclitaxel,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01229
Saquinavir,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01232
Dexamethasone,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01234
Sevoflurane,3A4,substrate,Not Specified,DrugBank,DB01236
Aripiprazole,3A4,substrate,Not Specified,DrugBank,DB01238
Gemfibrozil,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01241
Clomipramine,3A4,substrate,Not Specified,DrugBank,DB01242
Alimemazine,3A4,inducer,Not Specified,DrugBank,DB01246
Docetaxel,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01248
Ergonovine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01253
Dasatinib,3A4,substrate,Not Specified,DrugBank,DB01254
Retapamulin,3A4,substrate,Not Specified,DrugBank,DB01256
Lapatinib,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01259
Sitagliptin,3A4,substrate,Not Specified,DrugBank,DB01261
Posaconazole,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01263
Darunavir,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01264
Sunitinib,3A4,substrate,Not Specified,DrugBank,DB01268
Hydralazine,3A4,inhibitor,Not Specified,DrugBank,DB01275
Rolitetracycline,3A4,inhibitor,Not Specified,DrugBank,DB01301
Fosamprenavir,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB01319
Fosphenytoin,3A4,inducer,Not Specified,DrugBank,DB01320
Josamycin,3A4,inhibitor,Not Specified,DrugBank,DB01321
Cefradine,3A4,inducer,Not Specified,DrugBank,DB01333
