Drug,CYP***,Action,Species,Database,DrugID,Gene,Reference,Strength
Mibefradil,CYP11B1,inhibitor,NotSpecified,DrugBank,DB01388,,,
Aldosterone,CYP11B1,substrate,NotSpecified,DrugBank,DB04630,,,
Acriflaviniumchloride ,CYP1B1,inducer ,human ,SuperCYP,,,,
Amodiaquine ,CYP1B1,substrate ,human ,SuperCYP,,,,
Arsenictrioxide ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Biotin ,CYP1B1,inducer ,human ,SuperCYP,,,,
Biotin ,CYP1B1,inducer ,human ,SuperCYP,,,,
Caffeine ,CYP1B1,substrate ,human ,SuperCYP,,,,
Clozapine ,CYP1B1,inducer ,human ,SuperCYP,,,,
Daunorubicin ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Dibutylphthalate ,CYP1B1,substrate ,human ,SuperCYP,,,,
Diosmectite ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Diosmectite ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Docetaxel ,CYP1B1,inducer ,human ,SuperCYP,,,,
Docetaxel ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Docetaxel ,CYP1B1,substrate ,human ,SuperCYP,,,,
Doxorubicin ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Doxycycline ,CYP1B1,inhibitor ,mouse ,SuperCYP,,,,
Erythromycin ,CYP1B1,substrate ,,SuperCYP,,,,
Estradiol ,CYP1B1,substrate ,human ,SuperCYP,,,,
Estradiol ,CYP1B1,substrate ,human ,SuperCYP,,,,
Estrone ,CYP1B1,substrate ,human ,SuperCYP,,,,
Estrone ,CYP1B1,substrate ,human ,SuperCYP,,,,
Flutamide ,CYP1B1,substrate ,human ,SuperCYP,,,,
Flutamide ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Flutamide ,CYP1B1,substrate ,human ,SuperCYP,,,,
Hydrocortisone ,CYP1B1,inhibitor ,rat ,SuperCYP,,,,
Hydrogenperoxide ,CYP1B1,substrate ,human ,SuperCYP,,,,
Ketoconazole ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Lansoprazole ,CYP1B1,inducer ,human ,SuperCYP,,,,
Melatonin ,CYP1B1,substrate ,human ,SuperCYP,,,,
Metharbital ,CYP1B1,inducer ,rat ,SuperCYP,,,,
Mitobronitol ,CYP1B1,inducer ,human ,SuperCYP,,,,
Mitoxantrone ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Mitoxantrone ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Omeprazole ,CYP1B1,inducer ,human ,SuperCYP,,,,
Oxaliplatin ,CYP1B1,substrate ,human ,SuperCYP,,,,
Oxolamine ,CYP1B1,inducer ,rat ,SuperCYP,,,,
Paclitaxel ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Phenobarbital ,CYP1B1,inducer ,human ,SuperCYP,,,,
Primaquine ,CYP1B1,inducer ,human ,SuperCYP,,,,
Procarbazine ,CYP1B1,substrate ,human ,SuperCYP,,,,
Progesterone ,CYP1B1,substrate ,human ,SuperCYP,,,,
Retinol(vitA) ,CYP1B1,substrate ,human ,SuperCYP,,,,
Retinol(vitA) ,CYP1B1,substrate ,human ,SuperCYP,,,,
Rifampicin ,CYP1B1,inducer ,,SuperCYP,,,,
Rosuvastatin ,CYP1B1,substrate ,,SuperCYP,,,,
Salicylamide ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Tamoxifen ,CYP1B1,inhibitor ,human ,SuperCYP,,,,
Testosterone ,CYP1B1,substrate ,human ,SuperCYP,,,,
Theophylline ,CYP1B1,substrate ,human ,SuperCYP,,,,
Tryptophan ,CYP1B1,inducer ,mouse ,SuperCYP,,,,
Aldosterone ,CYP11B1,substrate ,human ,SuperCYP,,,,
Aminogluthetimide ,CYP11B1,inhibitor ,,SuperCYP,,,,
Angiotensinamide ,CYP11B1,inducer ,human ,SuperCYP,,,,
Cimetidine ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Clotrimazole ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Desoxycortone ,CYP11B1,substrate ,human ,SuperCYP,,,,
Desoxycortone ,CYP11B1,substrate ,human ,SuperCYP,,,,
Dexamethason ,CYP11B1,inhibitor ,rat ,SuperCYP,,,,
Dexamethasone ,CYP11B1,inhibitor ,rat ,SuperCYP,,,,
Etomidate ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Etomidate ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Fluconazole ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Hydrocortisone ,CYP11B1,substrate ,human ,SuperCYP,,,,
Ketoconazole ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Metoclopramide ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Metyrapone ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Metyrapone ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Mibefradil ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Miconazole ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Phenytoin ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Spironolactone ,CYP11B1,inducer ,human ,SuperCYP,,,,
Spironolactone ,CYP11B1,inhibitor ,human ,SuperCYP,,,,
Estradiol,CYP1B1,substrate,NotSpecified,KEGG,,,,
Menadione,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00170,,,
Amphetamine,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00182,,,
Nicotine,CYP2A6,"substrate,inhibitor",NotSpecified,DrugBank,DB00184,,,
Azithromycin,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00207,,,
Eletriptan,CYP2A6,inducer,NotSpecified,DrugBank,DB00216,,,
Nevirapine,CYP2A6,substrate,NotSpecified,DrugBank,DB00238,,,
Diethylstilbestrol,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00255,,,
Clotrimazole,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00257,,,
Lidocaine,CYP2A6,substrate,NotSpecified,DrugBank,DB00281,,,
Pentobarbital,CYP2A6,inducer,NotSpecified,DrugBank,DB00312,,,
ValproicAcid,CYP2A6,"substrate,inducer",NotSpecified,DrugBank,DB00313,,,
Acetaminophen,CYP2A6,substrate,NotSpecified,DrugBank,DB00316,,,
Chlorzoxazone,CYP2A6,substrate,NotSpecified,DrugBank,DB00356,,,
Clozapine,CYP2A6,substrate,NotSpecified,DrugBank,DB00363,,,
Amlodipine,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00381,,,
Progesterone,CYP2A6,substrate,NotSpecified,DrugBank,DB00396,,,
Rosiglitazone,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00412,,,
Dronabinol,CYP2A6,substrate,NotSpecified,DrugBank,DB00470,,,
Montelukast,CYP2A6,substrate,NotSpecified,DrugBank,DB00471,,,
Zidovudine,CYP2A6,substrate,NotSpecified,DrugBank,DB00495,,,
Cyclophosphamide,CYP2A6,substrate,NotSpecified,DrugBank,DB00531,,,
Fluorouracil,CYP2A6,substrate,NotSpecified,DrugBank,DB00544,,,
Methoxsalen,CYP2A6,"substrate,inhibitor",NotSpecified,DrugBank,DB00553,,,
Cinnarizine,CYP2A6,substrate,NotSpecified,DrugBank,DB00568,,,
Cisapride,CYP2A6,substrate,NotSpecified,DrugBank,DB00604,,,
Clofibrate,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00636,,,
Tamoxifen,CYP2A6,substrate,NotSpecified,DrugBank,DB00675,,,
Flurazepam,CYP2A6,substrate,NotSpecified,DrugBank,DB00690,,,
Tranylcypromine,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00752,,,
Tretinoin,CYP2A6,substrate,NotSpecified,DrugBank,DB00755,,,
Methimazole,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00763,,,
Propofol,CYP2A6,substrate,NotSpecified,DrugBank,DB00818,,,
Prednisolone,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00860,,,
Clomifene,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00882,,,
Buprenorphine,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00921,,,
Isoniazid,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00951,,,
Azelastine,CYP2A6,inhibitor,NotSpecified,DrugBank,DB00972,,,
Formoterol,CYP2A6,substrate,NotSpecified,DrugBank,DB00983,,,
Letrozole,CYP2A6,"substrate,inhibitor",NotSpecified,DrugBank,DB01006,,,
Metyrapone,CYP2A6,inhibitor,NotSpecified,DrugBank,DB01011,,,
Ketoconazole,CYP2A6,inhibitor,NotSpecified,DrugBank,DB01026,,,
Methoxyflurane,CYP2A6,substrate,NotSpecified,DrugBank,DB01028,,,
Selegiline,CYP2A6,substrate,NotSpecified,DrugBank,DB01037,,,
Memantine,CYP2A6,inhibitor,NotSpecified,DrugBank,DB01043,,,
Rifampicin,CYP2A6,"substrate,inhibitor,inducer",NotSpecified,DrugBank,DB01045,,,
Norfloxacin,CYP2A6,inhibitor,NotSpecified,DrugBank,DB01059,,,
Pilocarpine,CYP2A6,"substrate,inhibitor",NotSpecified,DrugBank,DB01085,,,
Miconazole,CYP2A6,inhibitor,NotSpecified,DrugBank,DB01110,,,
Nifedipine,CYP2A6,substrate,NotSpecified,DrugBank,DB01115,,,
Amiodarone,CYP2A6,inhibitor,NotSpecified,DrugBank,DB01118,,,
Desipramine,CYP2A6,inhibitor,NotSpecified,DrugBank,DB01151,,,
Bupropion,CYP2A6,substrate,NotSpecified,DrugBank,DB01156,,,
Halothane,CYP2A6,substrate,NotSpecified,DrugBank,DB01159,,,
Phenobarbital,CYP2A6,"inhibitor,inducer",NotSpecified,DrugBank,DB01174,,,
Ifosfamide,CYP2A6,substrate,NotSpecified,DrugBank,DB01181,,,
Dexfenfluramine,CYP2A6,inhibitor,NotSpecified,DrugBank,DB01191,,,
Fomepizole,CYP2A6,inhibitor,NotSpecified,DrugBank,DB01213,,,
Dexamethasone,CYP2A6,inducer,NotSpecified,DrugBank,DB01234,,,
Sevoflurane,CYP2A6,substrate,NotSpecified,DrugBank,DB01236,,,
Arformoterol,CYP2A6,substrate,NotSpecified,DrugBank,DB01274,,,
Amobarbital,CYP2A6,inducer,NotSpecified,DrugBank,DB01351,,,
Troleandomycin,CYP2A6,inhibitor,NotSpecified,DrugBank,DB01361,,,
Antipyrine,CYP2A6,substrate,NotSpecified,DrugBank,DB01435,,,
Flunitrazepam,CYP2A6,substrate,NotSpecified,DrugBank,DB01544,,,
Phenacetin,CYP2A6,substrate,NotSpecified,DrugBank,DB03783,,,
Flunarizine,CYP2A6,substrate,NotSpecified,DrugBank,DB04841,,,
Lorcaserin,CYP2A6,substrate,NotSpecified,DrugBank,DB04871,,,
Ezogabine,CYP2A6,inhibitor,NotSpecified,DrugBank,DB04953,,,
Dapagliflozin,CYP2A6,substrate,NotSpecified,DrugBank,DB06292,,,
Nilvadipine,CYP2A6,inhibitor,NotSpecified,DrugBank,DB06712,,,
Sulfaphenazole,CYP2A6,inhibitor,NotSpecified,DrugBank,DB06729,,,
Amfetamine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Amlodipine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Amobarbital ,CYP2A6,inducer ,human ,SuperCYP,,,,
Artemisinin ,CYP2A6,substrate ,human ,SuperCYP,,,,
Artemisinin ,CYP2A6,substrate ,human ,SuperCYP,,,,
Artesunate ,CYP2A6,substrate ,human ,SuperCYP,,,,
Azelastine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Azithromycin ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Buprenorphine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Bupropion ,CYP2A6,substrate ,human ,SuperCYP,,,,
Carbamazepine ,CYP2A6,inducer ,human ,SuperCYP,,,,
Chloroform ,CYP2A6,substrate ,human ,SuperCYP,,,,
Chloroxylenol ,CYP2A6,substrate ,human ,SuperCYP,,,,
Chlorzoxazone ,CYP2A6,substrate ,human ,SuperCYP,,,,
Chlorzoxazone ,CYP2A6,substrate ,human ,SuperCYP,,,,
Cinnarizin ,CYP2A6,substrate ,human ,SuperCYP,,,,
Cinnarizine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Cisapride ,CYP2A6,substrate ,human ,SuperCYP,,,,
Cisapride ,CYP2A6,substrate ,human ,SuperCYP,,,,
Clofibrate ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Clofibrate ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Clomethiazole ,CYP2A6,substrate ,human ,SuperCYP,,,,
Clomifene ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Clotrimazole ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Clotrimazole ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Clotrimazole ,CYP2A6,inducer ,hamster ,SuperCYP,,,,
Clozapine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Cocaine ,CYP2A6,inducer ,human ,SuperCYP,,,,
Cyclophosphamide ,CYP2A6,substrate ,human ,SuperCYP,,,,
Cyclophosphamide ,CYP2A6,substrate ,human ,SuperCYP,,,,
Desipramine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Dexfenfluramine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Diethylether ,CYP2A6,substrate ,human ,SuperCYP,,,,
Diethyltoluamide ,CYP2A6,substrate ,human ,SuperCYP,,,,
Diiodohydroxypropane ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Disulfiram ,CYP2A6,inhibitor ,,SuperCYP,,,,
Disulfiram ,CYP2A6,substrate ,,SuperCYP,,,,
Dronabinol ,CYP2A6,substrate ,human ,SuperCYP,,,,
Eletriptan ,CYP2A6,inducer ,human ,SuperCYP,,,,
Entacapone ,CYP2A6,inhibitor ,,SuperCYP,,,,
Flunarizine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Flunitrazepam ,CYP2A6,substrate ,human ,SuperCYP,,,,
Fluorouracil ,CYP2A6,substrate ,human ,SuperCYP,,,,
Fomepizole ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Formoterol ,CYP2A6,substrate ,,SuperCYP,,,,
Halothane ,CYP2A6,substrate ,human ,SuperCYP,,,,
Halothane ,CYP2A6,substrate ,,SuperCYP,,,,
Histamine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Ifosfamide ,CYP2A6,substrate ,human ,SuperCYP,,,,
Ifosfamide ,CYP2A6,substrate ,,SuperCYP,,,,
Indigocarmine ,CYP2A6,inhibitor ,,SuperCYP,,,,
Isoniazid ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Isoniazid ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Isopropanol ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Ketoconazole ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Ketoconazole ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Letrozole ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Letrozole ,CYP2A6,substrate ,human ,SuperCYP,,,,
Levoverbenone ,CYP2A6,substrate ,,SuperCYP,,,,
Lidocain ,CYP2A6,substrate ,human ,SuperCYP,,,,
Lidocain ,CYP2A6,substrate ,human ,SuperCYP,,,,
Lidocaine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Lidocaine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Medifoxamine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Memantine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Memantine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Menadione ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Methoxsalen ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Methoxsalen ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Methoxsalen ,CYP2A6,substrate ,human ,SuperCYP,,,,
Methoxsalen ,CYP2A6,substrate ,human ,SuperCYP,,,,
Methoxyflurane ,CYP2A6,substrate ,human ,SuperCYP,,,,
Metyrapone ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Metyrapone ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Miconazole ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Nicotine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Nicotine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Nicotine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Nicotine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Nicotinylalcohol(pyridylcarbinol) ,CYP2A6,substrate ,,SuperCYP,,,,
Nicotinylalkohol(Pyridylcarbinol) ,CYP2A6,substrate ,,SuperCYP,,,,
Nilvadipine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Norfloxacin ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Orphenadrine(chloride) ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Orphenadrine(chloride) ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Orphenadrine(citrate) ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Orphenadrine(citrate) ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Paracetamol ,CYP2A6,substrate ,human ,SuperCYP,,,,
Paracetamol ,CYP2A6,substrate ,human ,SuperCYP,,,,
Perazine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Phenacetin ,CYP2A6,substrate ,human ,SuperCYP,,,,
Phenazone ,CYP2A6,substrate ,human ,SuperCYP,,,,
Phenobarbital ,CYP2A6,inducer ,human ,SuperCYP,,,,
Phenobarbital ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Phenobarbital ,CYP2A6,inducer ,human ,SuperCYP,,,,
Pilocarpin ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Pilocarpin ,CYP2A6,substrate ,human ,SuperCYP,,,,
Pilocarpine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Pilocarpine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Prednisolon ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Prednisolone ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Progesterone ,CYP2A6,substrate ,human ,SuperCYP,,,,
Progesterone ,CYP2A6,substrate ,human ,SuperCYP,,,,
Propofol ,CYP2A6,substrate ,human ,SuperCYP,,,,
Propofol ,CYP2A6,substrate ,human ,SuperCYP,,,,
Rifampicin ,CYP2A6,inducer ,human ,SuperCYP,,,,
Rifampicin ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Rifampicin ,CYP2A6,inducer ,human ,SuperCYP,,,,
Rifampicin ,CYP2A6,substrate ,human ,SuperCYP,,,,
Rosiglitazone ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Roxatidine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Selegiline ,CYP2A6,substrate ,human ,SuperCYP,,,,
Seratrodast ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Sevoflurane ,CYP2A6,substrate ,human ,SuperCYP,,,,
Sevoflurane ,CYP2A6,substrate ,human ,SuperCYP,,,,
Sulconazole ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Sulfafenazol ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Sulfaphenazole ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Tamoxifen ,CYP2A6,substrate ,human ,SuperCYP,,,,
Tamoxifen ,CYP2A6,substrate ,human ,SuperCYP,,,,
Tegafur ,CYP2A6,substrate ,human ,SuperCYP,,,,
Tegafur ,CYP2A6,substrate ,human ,SuperCYP,,,,
Thalidomide ,CYP2A6,substrate ,human ,SuperCYP,,,,
Thiamazole ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Tranylcypromine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Tranylcypromine ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Tretinoin ,CYP2A6,substrate ,,SuperCYP,,,,
Troleandomycin ,CYP2A6,inhibitor ,human ,SuperCYP,,,,
Trospium ,CYP2A6,inhibitor ,,SuperCYP,,,,
Valproicacid ,CYP2A6,substrate ,human ,SuperCYP,,,,
Valproicacid ,CYP2A6,substrate ,human ,SuperCYP,,,,
Zidovudine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Zidovudine ,CYP2A6,substrate ,human ,SuperCYP,,,,
Letrozole,CYP2A6,inhibitor,NotSpecified,KEGG,,,,
Methoxsalen,CYP2A6,inhibitor,NotSpecified,KEGG,,,,
Letrozole,CYP2A6,substrate,NotSpecified,KEGG,,,,
Methoxsalen,CYP2A6,substrate,NotSpecified,KEGG,,,,
Nabumetone,CYP2A6,substrate,NotSpecified,KEGG,,,,
Nicotine,CYP2A6,substrate,NotSpecified,KEGG,,,,
Pilocarpine,CYP2A6,substrate,NotSpecified,KEGG,,,,
Pilocarpinehydrochloride,CYP2A6,substrate,NotSpecified,KEGG,,,,
Pilocarpinenitrate,CYP2A6,substrate,NotSpecified,KEGG,,,,
Pilocarpineborate,CYP2A6,substrate,NotSpecified,KEGG,,,,
Rivaroxaban,CYP2A6,substrate,NotSpecified,KEGG,,,,
Nicotine,CYP2A13,substrate,NotSpecified,DrugBank,DB00184,,,
Methoxsalen,CYP2A13,inhibitor,NotSpecified,DrugBank,DB00553,,,
Testosterone,CYP2A13,substrate,NotSpecified,DrugBank,DB00624,,,
Phenacetin,CYP2A13,substrate,NotSpecified,DrugBank,DB03783,,,
Cocaine ,CYP2A13,inducer ,human ,SuperCYP,,,,
Methoxsalen ,CYP2A13,inhibitor ,human ,SuperCYP,,,,
Methoxsalen ,CYP2A13,inhibitor ,human ,SuperCYP,,,,
Nicotine ,CYP2A13,substrate ,human ,SuperCYP,,,,
Nicotine ,CYP2A13,substrate ,human ,SuperCYP,,,,
Phenacetin ,CYP2A13,substrate ,human ,SuperCYP,,,,
Rifampicin ,CYP2A13,inducer ,,SuperCYP,,,,
Testosterone ,CYP2A13,substrate ,human ,SuperCYP,,,,
Testosterone ,CYP2A13,substrate ,human ,SuperCYP,,,,
Cholecalciferol,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00169,,,
Fluvoxamine,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00176,,,
Nicotine,CYP2B6,substrate,NotSpecified,DrugBank,DB00184,,,
Tramadol,CYP2B6,substrate,NotSpecified,DrugBank,DB00193,,,
Troglitazone,CYP2B6,inducer,NotSpecified,DrugBank,DB00197,,,
Erythromycin,CYP2B6,substrate,NotSpecified,DrugBank,DB00199,,,
Ticlopidine,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00208,,,
Citalopram,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00215,,,
Nelfinavir,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00220,,,
Temazepam,CYP2B6,substrate,NotSpecified,DrugBank,DB00231,,,
Nevirapine,CYP2B6,"substrate,inducer",NotSpecified,DrugBank,DB00238,,,
Phenytoin,CYP2B6,inducer,NotSpecified,DrugBank,DB00252,,,
Clotrimazole,CYP2B6,"inhibitor,inducer",NotSpecified,DrugBank,DB00257,,,
Lidocaine,CYP2B6,substrate,NotSpecified,DrugBank,DB00281,,,
Venlafaxine,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00285,,,
Ropivacaine,CYP2B6,substrate,NotSpecified,DrugBank,DB00296,,,
ValproicAcid,CYP2B6,substrate,NotSpecified,DrugBank,DB00313,,,
Amitriptyline,CYP2B6,substrate,NotSpecified,DrugBank,DB00321,,,
Methadone,CYP2B6,substrate,NotSpecified,DrugBank,DB00333,,,
Clobazam,CYP2B6,substrate,NotSpecified,DrugBank,DB00349,,,
Mexiletine,CYP2B6,substrate,NotSpecified,DrugBank,DB00379,,,
Amlodipine,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00381,,,
Sorafenib,CYP2B6,"substrate,inhibitor",NotSpecified,DrugBank,DB00398,,,
NitricOxide,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00435,,,
Cerivastatin,CYP2B6,inducer,NotSpecified,DrugBank,DB00439,,,
Pethidine,CYP2B6,substrate,NotSpecified,DrugBank,DB00454,,,
Imipramine,CYP2B6,substrate,NotSpecified,DrugBank,DB00458,,,
Fluoxetine,CYP2B6,substrate,NotSpecified,DrugBank,DB00472,,,
Raloxifene,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00481,,,
Ritonavir,CYP2B6,"substrate,inhibitor,inducer",NotSpecified,DrugBank,DB00503,,,
Dextromethorphan,CYP2B6,substrate,NotSpecified,DrugBank,DB00514,,,
Cisplatin,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00515,,,
Cyclophosphamide,CYP2B6,"substrate,inducer",NotSpecified,DrugBank,DB00531,,,
Mephenytoin,CYP2B6,substrate,NotSpecified,DrugBank,DB00532,,,
Carbamazepine,CYP2B6,inducer,NotSpecified,DrugBank,DB00564,,,
Cinnarizine,CYP2B6,substrate,NotSpecified,DrugBank,DB00568,,,
Diclofenac,CYP2B6,substrate,NotSpecified,DrugBank,DB00586,,,
Cisapride,CYP2B6,substrate,NotSpecified,DrugBank,DB00604,,,
Nicardipine,CYP2B6,inducer,NotSpecified,DrugBank,DB00622,,,
Testosterone,CYP2B6,"substrate,inducer",NotSpecified,DrugBank,DB00624,,,
Efavirenz,CYP2B6,"substrate,inhibitor,inducer",NotSpecified,DrugBank,DB00625,,,
Clofibrate,CYP2B6,inducer,NotSpecified,DrugBank,DB00636,,,
Simvastatin,CYP2B6,inducer,NotSpecified,DrugBank,DB00641,,,
Estrone,CYP2B6,substrate,NotSpecified,DrugBank,DB00655,,,
Verapamil,CYP2B6,"substrate,inducer",NotSpecified,DrugBank,DB00661,,,
Tamoxifen,CYP2B6,"substrate,inhibitor",NotSpecified,DrugBank,DB00675,,,
Midazolam,CYP2B6,substrate,NotSpecified,DrugBank,DB00683,,,
Amprenavir,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00701,,,
Paroxetine,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00715,,,
Modafinil,CYP2B6,"inhibitor,inducer",NotSpecified,DrugBank,DB00745,,,
Carbinoxamine,CYP2B6,substrate,NotSpecified,DrugBank,DB00748,,,
Epinastine,CYP2B6,substrate,NotSpecified,DrugBank,DB00751,,,
Isoflurane,CYP2B6,"substrate,inhibitor,inducer",NotSpecified,DrugBank,DB00753,,,
Tretinoin,CYP2B6,substrate,NotSpecified,DrugBank,DB00755,,,
Clopidogrel,CYP2B6,"substrate,inhibitor",NotSpecified,DrugBank,DB00758,,,
Irinotecan,CYP2B6,substrate,NotSpecified,DrugBank,DB00762,,,
Methimazole,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00763,,,
Malathion,CYP2B6,substrate,NotSpecified,DrugBank,DB00772,,,
Roxithromycin,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00778,,,
Primidone,CYP2B6,inducer,NotSpecified,DrugBank,DB00794,,,
Propofol,CYP2B6,substrate,NotSpecified,DrugBank,DB00818,,,
Diazepam,CYP2B6,substrate,NotSpecified,DrugBank,DB00829,,,
Brompheniramine,CYP2B6,substrate,NotSpecified,DrugBank,DB00835,,,
Loperamide,CYP2B6,substrate,NotSpecified,DrugBank,DB00836,,,
Methylphenobarbital,CYP2B6,substrate,NotSpecified,DrugBank,DB00849,,,
Perphenazine,CYP2B6,substrate,NotSpecified,DrugBank,DB00850,,,
Benzphetamine,CYP2B6,substrate,NotSpecified,DrugBank,DB00865,,,
Ethanol,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00898,,,
Quinidine,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00908,,,
Azelastine,CYP2B6,inhibitor,NotSpecified,DrugBank,DB00972,,,
