Drug,Enzyme,Action,Database,Species,DrugID,Gene,Reference,Strength
Chlorothiazide,CYP1A1,inducer,SuperCYP,rat,,,,
Chlorothiazide,CYP1A2,inducer,SuperCYP,rat,,,,
Chloroxylenol,CYP2A6,substrate,SuperCYP,human,,,,
Chloroxylenol,CYP2D6,substrate,SuperCYP,human,,,,
Chloroxylenol,CYP2E1,substrate,SuperCYP,human,,,,
Chlorphenamine,CYP2D6,"substrate,inhibitor",DrugBank,Not Specified,DB01114,,,
Chlorphenamine,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Chlorphenamine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Chlorphenamine,CYP3A7,substrate,DrugBank,Not Specified,DB01114,,,
Chlorphenamine,CYP3A5,substrate,DrugBank,Not Specified,DB01114,,,
Chlorphenamine,CYP3A4,substrate,DrugBank,Not Specified,DB01114,,,
Chlorphenamine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Chlorphenamine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Chlorphenamine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Chlorphenamine,CYP3A4,substrate,DrugBank,Not Specified,DB01114,,,
Chlorphenamine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Chlorphenamine,CYP3A5,substrate,DrugBank,Not Specified,DB01114,,,
Chlorphenamine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Chlorphenamine,CYP3A7,substrate,DrugBank,Not Specified,DB01114,,,
Chlorphenamine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Chlorphenamine,SLC22A2,inhibitor,Transporter,,,,,
Chlorphenamine,CYP2D6,inhibitor,SuperCYP,human,,,,
Chlorphenamine,CYP2D6,substrate,SuperCYP,human,,,,
Chlorphenamine,CYP2D6,inhibitor,SuperCYP,human,,,,
Chlorphenamine,CYP2D6,substrate,SuperCYP,human,,,,
Chlorphenamine,CYP3A4,substrate,SuperCYP,,,,,
Chlorphenamine,CYP3A5,substrate,SuperCYP,,,,,
Chlorphenamine,CYP3A7,substrate,SuperCYP,,,,,
Chlorphenamine,CYP3A4,substrate,SuperCYP,,,,,
Chlorphenamine,CYP3A5,substrate,SuperCYP,,,,,
Chlorphenamine,CYP3A7,substrate,SuperCYP,,,,,
Chlorphenesin,CYP3A4,inducer,DrugBank,Not Specified,DB00856,,,
Chlorphenesin,CYP3A4,inducer,DrugBank,Not Specified,DB00856,,,
chlorpheniramine,CYP2D6,substrate,Indiana University,Not Specified,,,,
chlorpheniramine,CYP2D6,inhibitor,Indiana University,Not Specified,,,,
chlorpheniramine,CYP2D6,Inhibitor,ildcare,Not Specified,,,,
chlorpheniramine,CYP3A4,substrate,Indiana University,Not Specified,,,,
chlorpheniramine,CYP3A5,substrate,Indiana University,Not Specified,,,,
chlorpheniramine,CYP3A7,substrate,Indiana University,Not Specified,,,,
chlorpheniramine,CYP3A4,substrate,ildcare,Not Specified,,,,
chlorpheniramine,CYP3A4,substrate,Indiana University,Not Specified,,,,
chlorpheniramine,CYP3A4,substrate,ildcare,Not Specified,,,,
chlorpheniramine,CYP3A5,substrate,Indiana University,Not Specified,,,,
chlorpheniramine,CYP3A7,substrate,Indiana University,Not Specified,,,,
Chlorpheniramine,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Chlorpheniramine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Chlorpromazine,CYP1A2,substrate,DrugBank,Not Specified,DB00477,,,
Chlorpromazine,CYP2D6,"substrate,inhibitor",DrugBank,Not Specified,DB00477,,,
chlorpromazine,CYP2D6,substrate,Indiana University,Not Specified,,,,
chlorpromazine,CYP2D6,inhibitor,Indiana University,Not Specified,,,,
Chlorpromazine,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Chlorpromazine,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Chlorpromazine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Chlorpromazine,CYP2D6,substrate,KEGG, Not Specified,,,, 
chlorpromazine,CYP2D6,substrate,ildcare,Not Specified,,,,
Chlorpromazine,CYP2E1,inhibitor,DrugBank,Not Specified,DB00477,,,
Chlorpromazine,CYP3A4,substrate,DrugBank,Not Specified,DB00477,,,
Chlorpromazine,CYP3A4,substrate,DrugBank,Not Specified,DB00477,,,
Chlorpromazine,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Chlorpromazine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Chlorpromazine,CYP1A1,inducer,SuperCYP,,,,,
Chlorpromazine,CYP1A2,inhibitor,SuperCYP,human,,,,
Chlorpromazine,CYP1A2,inducer,SuperCYP,,,,,
Chlorpromazine,CYP1A2,substrate,SuperCYP,human,,,,
Chlorpromazine,CYP1A2,substrate,SuperCYP,human,,,,
Chlorpromazine,CYP2B6,inducer,SuperCYP,,,,,
Chlorpromazine,CYP2D6,inhibitor,SuperCYP,human,,,,
Chlorpromazine,CYP2D6,substrate,SuperCYP,human,,,,
Chlorpromazine,CYP2D6,inhibitor,SuperCYP,human,,,,
Chlorpromazine,CYP2D6,substrate,SuperCYP,human,,,,
Chlorpromazine,CYP2E1,inhibitor,SuperCYP,human,,,,
Chlorpromazine,CYP2E1,inhibitor,SuperCYP,human,,,,
Chlorpromazine,CYP3A4,inducer,SuperCYP,,,,,
Chlorpromazine,CYP3A4,substrate,SuperCYP,human,,,,
Chlorpromazine,CYP3A4,substrate,SuperCYP,human,,,,
Chlorpromazine,CYP3A5,inducer,SuperCYP,,,,,
Chlorpromazine,CYP3A4,inducer,SuperCYP,,,,,
Chlorpromazine,CYP3A4,substrate,SuperCYP,human,,,,
Chlorpromazine,CYP3A4,substrate,SuperCYP,human,,,,
Chlorpromazine,CYP3A5,inducer,SuperCYP,,,,,
Chlorpromazine - promethazine - phenobarbital mixt,CYP3A,substrate,KEGG, Not Specified,,,, 
Chlorpromazine,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Chlorpromazine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Chlorpromazine phenolphthalinate,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Chlorpromazine phenolphthalinate,CYP2D6,substrate,KEGG, Not Specified,,,, 
Chlorpromazine,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Chlorpromazine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Chlorpropamide,CYP2C9,substrate,DrugBank,Not Specified,DB00672,,,
Chlorpropamide,CYP2C19,substrate,DrugBank,Not Specified,DB00672,,,
chlorpropamide,CYP2D6,substrate,ildcare,Not Specified,,,,
Chlorpropamide,SLC22A6,inhibitor,Transporter,,,,,
Chlorpropamide,CYP2C9,substrate,SuperCYP,human,,,,
Chlorpropamide,CYP2C9,substrate,SuperCYP,human,,,,
Chlorpropamide,CYP2C19,substrate,SuperCYP,human,,,,
Chlorpropamide,CYP2C19,substrate,SuperCYP,human,,,,
Chlorprothixene,CYP3A4,substrate,SuperCYP,,,,,
Chlorprothixene,CYP3A4,substrate,SuperCYP,,,,,
Chlorzoxazone,CYP1A1,substrate,DrugBank,Not Specified,DB00356,,,
Chlorzoxazone,CYP1A2,substrate,DrugBank,Not Specified,DB00356,,,
Chlorzoxazone,CYP1A2,substrate,KEGG, Not Specified,,,, 
Chlorzoxazone,CYP2A6,substrate,DrugBank,Not Specified,DB00356,,,
Chlorzoxazone,CYP2D6,substrate,DrugBank,Not Specified,DB00356,,,
Chlorzoxazone,CYP2E1,"substrate,inhibitor",DrugBank,Not Specified,DB00356,,,
Chlorzoxazone,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00356,,,
Chlorzoxazone,CYP3A,inhibitor,KEGG, Not Specified,,,, 
Chlorzoxazone,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00356,,,
Chlorzoxazone,CYP1A2,substrate,SuperCYP,human,,,,
Chlorzoxazone,CYP1A2,substrate,SuperCYP,human,,,,
Chlorzoxazone,CYP2A6,substrate,SuperCYP,human,,,,
Chlorzoxazone,CYP2A6,substrate,SuperCYP,human,,,,
Chlorzoxazone,CYP2D6,substrate,SuperCYP,human,,,,
Chlorzoxazone,CYP2D6,substrate,SuperCYP,human,,,,
Chlorzoxazone,CYP2E1,inhibitor,SuperCYP,human,,,,
Chlorzoxazone,CYP2E1,substrate,SuperCYP,human,,,,
Chlorzoxazone,CYP2E1,inhibitor,SuperCYP,human,,,,
Chlorzoxazone,CYP2E1,substrate,SuperCYP,human,,,,
Chlorzoxazone,CYP3A4,inhibitor,SuperCYP,human,,,,
Chlorzoxazone,CYP3A4,substrate,SuperCYP,human,,,,
Chlorzoxazone,CYP3A4,inhibitor,SuperCYP,human,,,,
Chlorzoxazone,CYP3A4,inhibitor,SuperCYP,human,,,,
Chlorzoxazone,CYP3A4,substrate,SuperCYP,human,,,,
Chlorzoxazone,CYP3A4,inhibitor,SuperCYP,human,,,,
chlorzoxazone1,CYP2E1,substrate,Indiana University,Not Specified,,,,
Cholecalciferol,CYP1A1,inhibitor,DrugBank,Not Specified,DB00169,,,
Cholecalciferol,CYP2B6,inhibitor,DrugBank,Not Specified,DB00169,,,
Cholecalciferol,CYP2B6,inhibitor,DrugBank,Not Specified,DB00169,,,
Cholecalciferol,CYP2C8,inhibitor,DrugBank,Not Specified,DB00169,,,
Cholecalciferol,CYP2C9,inhibitor,DrugBank,Not Specified,DB00169,,,
Cholecalciferol,CYP2C19,inhibitor,DrugBank,Not Specified,DB00169,,,
Cholecalciferol,CYP2D6,inhibitor,DrugBank,Not Specified,DB00169,,,
Cholecalciferol,CYP2J2,substrate,DrugBank,Not Specified,DB00169,,,
Cholecalciferol,CYP3A4,substrate,DrugBank,Not Specified,DB00169,,,
Cholecalciferol,CYP3A4,substrate,DrugBank,Not Specified,DB00169,,,
Cholesterol,ABCG2,substrate,Transporter,,,,,
Cholic Acid,SLCO1B1,"substrate,inhibitor inducer",Transporter,,,,,
Cholic Acid,SLC01B1,"substrate,inhibitor,inducer",Transporter,,,,,
Cholic Acid,SLC01B3,substrate,Transporter,,,,,
Cholic Acid,SLC22A8,inhibitor,Transporter,,,,,
Choline,SLC22A2,"substrate,inhibitor",Transporter,,,,,
Choline,CYP2C9,inhibitor,KEGG, Not Specified,,,, 
Cibenzoline,CYP2D6,substrate,SuperCYP,human,,,,
Cibenzoline,CYP3A4,substrate,SuperCYP,human,,,,
Cibenzoline,CYP3A4,substrate,SuperCYP,human,,,,
Ciclesonide,CYP3A4,substrate,DrugBank,Not Specified,DB01410,,,
Ciclesonide,CYP3A4,substrate,KEGG, Not Specified,,,, 
Ciclesonide,CYP3A4,substrate,DrugBank,Not Specified,DB01410,,,
Ciclesonide,CYP3A4,substrate,KEGG, Not Specified,,,, 
Ciclesonide,CYP3A4,substrate,SuperCYP,human,,,,
Ciclesonide,CYP3A4,substrate,SuperCYP,human,,,,
Ciclosporin,CYP2C8,inhibitor,SuperCYP,human,,,,
Ciclosporin,CYP2C9,inhibitor,SuperCYP,human,,,,
Ciclosporin,CYP2C19,inhibitor,SuperCYP,human,,,,
Ciclosporin,CYP2D6,inhibitor,SuperCYP,human,,,,
Ciclosporin,CYP3A4,inducer,SuperCYP,human,,,,
Ciclosporin,CYP3A4,inhibitor,SuperCYP,human,,,,
Ciclosporin,CYP3A4,substrate,SuperCYP,human,,,,
Ciclosporin,CYP3A4,substrate,SuperCYP,human,,,,
Ciclosporin,CYP3A4,substrate,SuperCYP,human,,,,
Ciclosporin,CYP3A4,inhibitor,SuperCYP,human,,,,
Ciclosporin,CYP3A4,substrate,SuperCYP,human,,,,
Ciclosporin,CYP3A5,inhibitor,SuperCYP,human,,,,
Ciclosporin,CYP3A5,inducer,SuperCYP,human,,,,
Ciclosporin,CYP3A5,substrate,SuperCYP,,,,,
Ciclosporin,CYP3A7,inducer,SuperCYP,human,,,,
Ciclosporin,CYP3A7,substrate,SuperCYP,,,,,
Ciclosporin,CYP3A4,inducer,SuperCYP,human,,,,
Ciclosporin,CYP3A4,inhibitor,SuperCYP,human,,,,
Ciclosporin,CYP3A4,substrate,SuperCYP,human,,,,
Ciclosporin,CYP3A4,substrate,SuperCYP,human,,,,
Ciclosporin,CYP3A4,substrate,SuperCYP,human,,,,
Ciclosporin,CYP3A4,inhibitor,SuperCYP,human,,,,
Ciclosporin,CYP3A4,substrate,SuperCYP,human,,,,
Ciclosporin,CYP3A5,inhibitor,SuperCYP,human,,,,
Ciclosporin,CYP3A5,inducer,SuperCYP,human,,,,
Ciclosporin,CYP3A5,substrate,SuperCYP,,,,,
Ciclosporin,CYP3A7,inducer,SuperCYP,human,,,,
Ciclosporin,CYP3A7,substrate,SuperCYP,,,,,
Ciclosporin,CYP27A,inhibitor,SuperCYP,human,,,,
Cidofovir,SLC22A6,"substrate,inhibitor",Transporter,,,,,
Cidoxepin,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Cifenline,CYP2D6,substrate,KEGG, Not Specified,,,, 
Cifenline,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cifenline,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cifenline,CYP2D6,substrate,KEGG, Not Specified,,,, 
Cifenline,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cifenline,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cilastatin,SLC22A6,inhibitor,Transporter,,,,,
Cilastatin,SLC22A8,inhibitor,Transporter,,,,,
Cilnidipine,CYP2C19,substrate,KEGG, Not Specified,,,, 
Cilnidipine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Cilnidipine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cilnidipine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cilnidipine,CYP2C19,substrate,KEGG, Not Specified,,,, 
Cilnidipine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Cilnidipine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cilnidipine,CYP3A4,substrate,SuperCYP,human,,,,
Cilnidipine,CYP3A4,substrate,SuperCYP,human,,,,
Cilostazol,CYP1A2,substrate,DrugBank,Not Specified,DB01166,,,
Cilostazol,CYP2C19,substrate,DrugBank,Not Specified,DB01166,,,
Cilostazol,CYP2C19,substrate,KEGG, Not Specified,,,, 
cilostazol,CYP2C19,substrate,ildcare,Not Specified,,,,
Cilostazol,CYP2D6,substrate,DrugBank,Not Specified,DB01166,,,
Cilostazol,CYP2D6,substrate,KEGG, Not Specified,,,, 
Cilostazol,CYP3A7,substrate,DrugBank,Not Specified,DB01166,,,
Cilostazol,CYP3A5,substrate,DrugBank,Not Specified,DB01166,,,
Cilostazol,CYP3A4,substrate,DrugBank,Not Specified,DB01166,,,
cilostazol,CYP3A4,substrate,Indiana University,Not Specified,,,,
cilostazol,CYP3A5,substrate,Indiana University,Not Specified,,,,
cilostazol,CYP3A7,substrate,Indiana University,Not Specified,,,,
Cilostazol,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Cilostazol,CYP3A4,substrate,KEGG, Not Specified,,,, 
cilostazol,CYP3A4,substrate,ildcare,Not Specified,,,,
Cilostazol,CYP3A4,substrate,DrugBank,Not Specified,DB01166,,,
cilostazol,CYP3A4,substrate,Indiana University,Not Specified,,,,
Cilostazol,CYP3A4,substrate,KEGG, Not Specified,,,, 
cilostazol,CYP3A4,substrate,ildcare,Not Specified,,,,
Cilostazol,CYP3A5,substrate,DrugBank,Not Specified,DB01166,,,
cilostazol,CYP3A5,substrate,Indiana University,Not Specified,,,,
Cilostazol,CYP3A7,substrate,DrugBank,Not Specified,DB01166,,,
cilostazol,CYP3A7,substrate,Indiana University,Not Specified,,,,
Cilostazol,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Cilostazol,CYP2C19,substrate,KEGG, Not Specified,,,, 
Cilostazol,CYP2D6,substrate,KEGG, Not Specified,,,, 
Cilostazol,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cimetidine,CYP1A2,inhibitor,DrugBank,Not Specified,DB00501,,,
cimetidine,CYP1A2,inhibitor,Indiana University,Not Specified,,,,Weak
Cimetidine,CYP1A2,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP1A2,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP1A2,substrate,KEGG, Not Specified,,,, 
Cimetidine,CYP1A2,substrate,KEGG, Not Specified,,,, 
cimetidine,CYP1A2,Inhibitor,ildcare,Not Specified,,,,
Cimetidine,CYP11B1,inhibitor,DrugBank,Not Specified,DB00501,,,
Cimetidine,CYP2C8,inhibitor,DrugBank,Not Specified,DB00501,,,
Cimetidine,CYP2C9,inhibitor,DrugBank,Not Specified,DB00501,,,
Cimetidine,CYP2C9,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP2C9,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP2C9,substrate,KEGG, Not Specified,,,, 
Cimetidine,CYP2C9,substrate,KEGG, Not Specified,,,, 
cimetidine,CYP2C9,Inhibitor,ildcare,Not Specified,,,,
Cimetidine,CYP2C19,inhibitor,DrugBank,Not Specified,DB00501,,,
cimetidine,CYP2C19,inhibitor,Indiana University,Not Specified,,,,
Cimetidine,CYP2C19,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP2C19,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP2D6,inhibitor,DrugBank,Not Specified,DB00501,,,
cimetidine,CYP2D6,inhibitor,Indiana University,Not Specified,,,,Weak
Cimetidine,CYP2D6,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP2D6,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Cimetidine,CYP2D6,substrate,KEGG, Not Specified,,,, 
cimetidine,CYP2D6,Inhibitor,ildcare,Not Specified,,,,
Cimetidine,CYP2E1,inhibitor,DrugBank,Not Specified,DB00501,,,
Cimetidine,CYP3A7,inhibitor,DrugBank,Not Specified,DB00501,,,
Cimetidine,CYP3A5,inhibitor,DrugBank,Not Specified,DB00501,,,
Cimetidine,CYP3A4,inhibitor,DrugBank,Not Specified,DB00501,,,
cimetidine,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Weak
cimetidine,CYP3A5,inhibitor,Indiana University,Not Specified,,,,Weak
cimetidine,CYP3A7,inhibitor,Indiana University,Not Specified,,,,Weak
Cimetidine,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cimetidine,CYP3A4,substrate,KEGG, Not Specified,,,, 
cimetidine,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Cimetidine,CYP3A4,inhibitor,DrugBank,Not Specified,DB00501,,,
cimetidine,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Weak
Cimetidine,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cimetidine,CYP3A4,substrate,KEGG, Not Specified,,,, 
cimetidine,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Cimetidine,CYP3A5,inhibitor,DrugBank,Not Specified,DB00501,,,
cimetidine,CYP3A5,inhibitor,Indiana University,Not Specified,,,,Weak
Cimetidine,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A7,inhibitor,DrugBank,Not Specified,DB00501,,,
cimetidine,CYP3A7,inhibitor,Indiana University,Not Specified,,,,Weak
Cimetidine,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP11B1,inhibitor,DrugBank,Not Specified,DB00501,,,
Cimetidine,CYP1A2,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP2C9,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP2C19,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP2D6,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Cimetidine,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Cimetidine,CYP1A2,substrate,KEGG, Not Specified,,,, 
Cimetidine,CYP2C9,substrate,KEGG, Not Specified,,,, 
Cimetidine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Cimetidine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cimetidine,SLC22A6,"substrate,inhibitor",Transporter,,,,,
Cimetidine,SLC22A8,"substrate,inhibitor",Transporter,,,,,
Cimetidine,SLC47A1,inhibitor,Transporter,,,,,
Cimetidine,SLC22A2,"substrate,inhibitor",Transporter,,,,,
Cimetidine,CYP1A2,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP1A2,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP11B1,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP2C8,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP2C9,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP2C9,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP2C19,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP2C19,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP2D6,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP2D6,inhibitor,SuperCYP,rat,,,,
Cimetidine,CYP2D6,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP2E1,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP2E1,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP3A4,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP3A4,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP3A5,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP3A7,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP3A4,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP3A4,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP3A5,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP3A7,inhibitor,SuperCYP,human,,,,
Cimetidine,CYP11B1,inhibitor,SuperCYP,human,,,,
Cinacalcet,CYP1A2,substrate,DrugBank,Not Specified,DB01012,,,
Cinacalcet,CYP2D6,inhibitor,DrugBank,Not Specified,DB01012,,,
cinacalcet,CYP2D6,inhibitor,Indiana University,Not Specified,,,,Strong
Cinacalcet,CYP2D6,inhibitor,KEGG, Not Specified,,,, Moderate
Cinacalcet,CYP2D6,inhibitor,KEGG, Not Specified,,,, Moderate
Cinacalcet,CYP3A4,substrate,DrugBank,Not Specified,DB01012,,,
Cinacalcet,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cinacalcet,CYP3A4,substrate,DrugBank,Not Specified,DB01012,,,
Cinacalcet,CYP3A4,substrate,KEGG, Not Specified,,,, 
Cinnarizin,CYP1A1,substrate,SuperCYP,human,,,,
Cinnarizin,CYP1A2,substrate,SuperCYP,human,,,,
Cinnarizin,CYP2A6,substrate,SuperCYP,human,,,,
Cinnarizin,CYP2B6,substrate,SuperCYP,human,,,,
Cinnarizin,CYP2B6,substrate,SuperCYP,human,,,,
Cinnarizin,CYP2C9,substrate,SuperCYP,human,,,,
Cinnarizin,CYP2D6,substrate,SuperCYP,human,,,,
Cinnarizin,CYP2D6,substrate,SuperCYP,human,,,,
Cinnarizine,CYP1A1,substrate,DrugBank,Not Specified,DB00568,,,
Cinnarizine,CYP1A2,substrate,DrugBank,Not Specified,DB00568,,,
Cinnarizine,CYP2A6,substrate,DrugBank,Not Specified,DB00568,,,
Cinnarizine,CYP2B6,substrate,DrugBank,Not Specified,DB00568,,,
Cinnarizine,CYP2C9,substrate,DrugBank,Not Specified,DB00568,,,
Cinnarizine,CYP2D6,substrate,DrugBank,Not Specified,DB00568,,,
Cinnarizine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Cinnarizine,CYP1A1,substrate,SuperCYP,human,,,,
Cinnarizine,CYP1A2,substrate,SuperCYP,human,,,,
Cinnarizine,CYP2A6,substrate,SuperCYP,human,,,,
Cinnarizine,CYP2B6,substrate,SuperCYP,human,,,,
Cinnarizine,CYP2B6,substrate,SuperCYP,human,,,,
Cinnarizine,CYP2C9,substrate,SuperCYP,human,,,,
Cinnarizine,CYP2D6,substrate,SuperCYP,human,,,,
Cinnarizine,CYP2D6,substrate,SuperCYP,human,,,,
Cinnarizine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Cinoxacin,SLC22A6,inhibitor,Transporter,,,,,
Ciprofibrate,CYP3A4,substrate,SuperCYP,human,,,,
Ciprofibrate,CYP3A4,substrate,SuperCYP,human,,,,
Ciprofibrate,CYP3A4,substrate,SuperCYP,human,,,,
Ciprofibrate,CYP3A4,substrate,SuperCYP,human,,,,
Ciprofibrate,CYP4A11,inducer,SuperCYP,human,,,,
Ciprofibrate,CYP7A1,inhibitor,SuperCYP,mouse,,,,
Ciprofibrate,CYP27A,inhibitor,SuperCYP,mouse,,,,
Ciprofloxacin,CYP1A2,inhibitor,DrugBank,Not Specified,DB00537,,,
ciprofloxacin,CYP1A2,inhibitor,Indiana University,Not Specified,,,,Strong
Ciprofloxacin,CYP1A2,inhibitor,KEGG, Not Specified,,,, Strong
Ciprofloxacin,CYP1A2,inhibitor,KEGG, Not Specified,,,, Strong
Ciprofloxacin,CYP1A2,substrate,KEGG, Not Specified,,,, 
Ciprofloxacin,CYP1A2,substrate,KEGG, Not Specified,,,, 
ciprofloxacin,CYP1A2,Inhibitor,ildcare,Not Specified,,,,
Ciprofloxacin,CYP3A7,inhibitor,DrugBank,Not Specified,DB00537,,,
Ciprofloxacin,CYP3A5,inhibitor,DrugBank,Not Specified,DB00537,,,
